,h,r,t,head-batch,tail-batch,ranks
225,1997,0,239,1492,1010,1251.0
226,1308,0,1975,634,875,754.5
227,748,0,309,1170,1693,1431.5
228,1829,0,381,653,706,679.5
229,51,0,151,1845,1719,1782.0
230,1202,0,1820,1750,1821,1785.5
231,1570,0,1691,312,556,434.0
232,412,0,170,733,1157,945.0
233,1212,0,1660,1502,1597,1549.5
234,461,0,1562,785,180,482.5
235,532,0,1399,1460,993,1226.5
236,97,0,1276,1898,1866,1882.0
237,1715,0,63,866,1115,990.5
238,1328,0,1807,1937,1915,1926.0
239,1250,0,1679,627,573,600.0
240,1581,0,1684,1655,1089,1372.0
241,1242,0,67,780,1078,929.0
242,879,0,896,360,146,253.0
243,198,0,1191,1675,1522,1598.5
244,593,0,318,1924,1662,1793.0
245,436,0,892,1098,905,1001.5
246,928,0,940,714,1151,932.5
247,1894,0,1895,359,663,511.0
248,62,0,333,1002,1014,1008.0
249,902,0,920,1373,714,1043.5
250,1898,0,236,1255,1425,1340.0
251,383,0,1494,1745,876,1310.5
252,586,0,1251,1115,1177,1146.0
253,97,0,999,1099,1220,1159.5
254,1400,0,45,1806,1827,1816.5
255,68,0,1405,201,113,157.0
256,872,0,932,1430,1196,1313.0
257,315,0,1471,325,276,300.5
258,607,0,107,1579,1862,1720.5
259,1295,0,1975,38,121,79.5
260,1168,0,1320,169,60,114.5
261,1722,0,1733,1176,471,823.5
262,1202,0,206,399,303,351.0
263,1291,0,1679,309,317,313.0
264,1244,0,1727,424,611,517.5
265,1112,0,1212,172,41,106.5
266,1573,0,1840,1609,1104,1356.5
267,1691,0,24,487,15,251.0
268,417,0,1134,1609,773,1191.0
269,383,0,1076,624,877,750.5
270,1009,0,1527,1711,1104,1407.5
271,1308,0,1663,248,1237,742.5
272,1328,0,212,1479,1342,1410.5
273,1895,0,65,1670,1561,1615.5
274,1063,0,1221,911,1183,1047.0
275,973,0,1426,976,542,759.0
276,1330,0,1695,568,673,620.5
277,898,0,921,1990,1903,1946.5
278,621,0,220,1806,561,1183.5
279,973,0,21,873,1589,1231.0
280,1071,0,1175,1840,1517,1678.5
281,1563,0,1662,1034,1764,1399.0
282,1596,0,1677,1960,1236,1598.0
283,1247,0,45,1760,1749,1754.5
284,1677,0,1711,719,586,652.5
285,40,0,357,119,112,115.5
286,293,0,1762,819,928,873.5
287,1187,0,66,1270,712,991.0
288,1308,0,1628,230,597,413.5
289,973,0,1816,218,1156,687.0
290,1761,0,236,1805,1829,1817.0
291,1275,0,94,1596,1377,1486.5
292,1909,0,274,1961,1641,1801.0
293,1597,0,1677,965,336,650.5
294,1349,0,1733,1541,1340,1440.5
295,1391,0,1630,1836,1812,1824.0
296,1281,0,1350,35,360,197.5
297,973,0,382,217,301,259.0
298,412,0,1709,390,1083,736.5
299,603,0,973,565,276,420.5
300,892,0,101,430,365,397.5
301,1145,0,1990,1820,1408,1614.0
302,1243,0,1730,951,821,886.0
303,1195,0,69,427,576,501.5
304,1756,0,1887,61,92,76.5
305,9,0,1279,726,1070,898.0
306,1396,0,1894,1302,1097,1199.5
307,1112,0,1170,155,37,96.0
308,1330,0,31,1773,1340,1556.5
309,1384,0,1387,1693,891,1292.0
310,181,0,999,458,845,651.5
311,1163,0,1509,14,36,25.0
312,561,0,1494,1854,1119,1486.5
313,1195,0,76,927,1061,994.0
314,2,0,198,654,1221,937.5
315,607,0,1456,1756,1496,1626.0
316,1065,0,1509,1088,975,1031.5
317,1358,0,19,1012,439,725.5
318,1174,0,1491,1558,323,940.5
319,578,0,1349,1819,1742,1780.5
320,1168,0,1799,1140,1207,1173.5
321,1308,0,1986,1671,1831,1751.0
322,1952,0,1954,89,249,169.0
323,498,0,1682,1114,431,772.5
324,1119,0,1298,1704,817,1260.5
325,1281,0,1321,1237,436,836.5
326,1330,0,1874,573,773,673.0
327,293,0,85,1589,1143,1366.0
328,1353,0,302,1907,1965,1936.0
329,909,0,1328,970,1691,1330.5
330,1633,0,1873,1852,1939,1895.5
331,1279,0,1456,151,69,110.0
332,293,0,1299,621,131,376.0
333,390,0,1475,1590,1568,1579.0
334,1448,0,15,1302,1524,1413.0
335,1411,0,1770,1370,760,1065.0
336,1129,0,1885,1482,1371,1426.5
337,465,0,771,1083,747,915.0
338,1102,0,1216,1800,1185,1492.5
339,586,0,183,436,79,257.5
340,1298,0,171,942,1142,1042.0
341,305,0,643,722,1652,1187.0
342,269,0,424,788,858,823.0
343,1141,0,1164,1490,804,1147.0
344,1679,0,1710,1062,1332,1197.0
345,973,0,446,1203,1012,1107.5
346,68,0,1145,43,143,93.0
347,1287,0,1346,855,1135,995.0
348,1600,0,1694,412,1451,931.5
349,1599,0,303,694,393,543.5
350,1669,0,178,1975,1977,1976.0
351,1338,0,1342,1068,1070,1069.0
352,928,0,938,958,704,831.0
353,1331,0,52,1408,1152,1280.0
354,1986,0,524,1753,1611,1682.0
355,489,0,1216,943,287,615.0
356,565,0,1075,1883,1191,1537.0
357,1286,0,65,1013,1336,1174.5
358,516,0,1624,618,1420,1019.0
359,1206,0,94,275,566,420.5
360,181,0,417,220,579,399.5
361,1748,0,232,1815,1925,1870.0
362,1068,0,1138,1320,953,1136.5
363,1527,0,1944,922,1409,1165.5
364,1262,0,214,422,322,372.0
365,1464,0,1786,45,198,121.5
366,1063,0,1068,1628,1810,1719.0
367,1073,0,1375,1705,1317,1511.0
368,733,0,1704,45,117,81.0
369,987,0,52,1089,787,938.0
370,1090,0,1728,125,86,105.5
371,9,0,251,1151,644,897.5
372,1168,0,1691,616,581,598.5
373,1166,0,1214,298,803,550.5
374,9,0,1826,798,192,495.0
375,1915,0,1577,1291,1527,1409.0
376,1150,0,1212,963,969,966.0
377,1455,0,1506,1304,1706,1505.0
378,461,0,1145,78,245,161.5
379,532,0,1997,270,1156,713.0
380,783,0,1160,313,407,360.0
381,1073,0,1150,1939,702,1320.5
382,880,0,1063,877,605,741.0
383,597,0,701,1356,1379,1367.5
384,607,0,1063,1373,1032,1202.5
385,465,0,451,1807,1631,1719.0
386,1079,0,1417,1392,452,922.0
387,556,0,1857,41,104,72.5
388,97,0,1130,367,279,323.0
389,1302,0,1762,1788,1782,1785.0
390,1112,0,1250,1762,978,1370.0
391,631,0,30,671,1205,938.0
392,916,0,1572,147,274,210.5
393,1216,0,1791,1930,1933,1931.5
394,973,0,1811,1966,1877,1921.5
395,1559,0,421,1350,1588,1469.0
396,1246,0,1825,693,1340,1016.5
397,561,0,1971,1454,1324,1389.0
398,1207,0,1354,546,989,767.5
399,305,0,1330,913,1149,1031.0
400,68,0,909,1306,1032,1169.0
401,896,0,1142,1388,1082,1235.0
402,1183,0,1346,1252,1585,1418.5
403,181,0,1776,624,409,516.5
404,561,0,1754,1822,1065,1443.5
405,259,0,1202,721,505,613.0
406,1175,0,24,1786,382,1084.0
407,9,0,1494,223,37,130.0
408,1328,0,1808,1284,1616,1450.0
409,1223,0,1724,660,1116,888.0
410,694,0,1921,1090,1084,1087.0
411,897,0,940,1920,1960,1940.0
412,1292,0,1296,1313,1473,1393.0
413,1079,0,1138,1579,1289,1434.0
414,407,0,973,205,108,156.5
415,68,0,1329,761,1159,960.0
416,1207,0,341,1261,1488,1374.5
417,1332,0,1624,138,697,417.5
418,498,0,1260,194,953,573.5
419,1205,0,1362,685,323,504.0
420,892,0,1852,758,640,699.0
421,1082,0,1212,655,478,566.5
422,1325,0,43,1240,527,883.5
423,1690,0,1998,4,19,11.5
424,548,0,1491,399,36,217.5
425,802,0,826,1334,874,1104.0
426,1726,0,1740,230,1168,699.0
427,1308,0,1895,609,1082,845.5
428,1153,0,1987,1309,187,748.0
429,814,0,842,1663,1744,1703.5
430,1522,0,1725,342,357,349.5
431,1216,0,1979,22,121,71.5
432,1112,0,1153,1726,1304,1515.0
433,1466,0,1822,521,175,348.0
434,565,0,1181,1200,904,1052.0
435,532,0,1602,191,332,261.5
436,891,0,943,1322,1824,1573.0
437,1071,0,1374,439,723,581.0
438,305,0,652,1457,1695,1576.0
439,1571,0,1909,1234,529,881.5
440,1181,0,1241,540,313,426.5
441,701,0,764,577,1110,843.5
442,664,0,313,90,352,221.0
443,1140,0,1456,206,197,201.5
444,1289,0,1766,247,428,337.5
445,561,0,1327,195,437,316.0
446,772,0,1719,957,1035,996.0
447,1212,0,1452,1016,1117,1066.5
448,1123,0,1351,1860,1478,1669.0
449,1269,0,1322,951,577,764.0
450,1067,0,1213,1562,1596,1579.0
451,1166,0,1473,104,41,72.5
452,586,0,1628,978,1134,1056.0
453,733,0,1610,1368,1058,1213.0
454,1068,0,1080,1775,1300,1537.5
455,1556,0,397,629,1460,1044.5
456,388,0,1351,1091,721,906.0
457,282,0,1273,1545,1619,1582.0
458,1140,0,1473,1870,1410,1640.0
459,306,0,1342,1427,1246,1336.5
460,1896,0,833,54,64,59.0
461,1271,0,1660,462,586,524.0
462,1225,0,1276,693,1203,948.0
463,1299,0,1989,1944,1941,1942.5
464,1212,0,1278,487,1741,1114.0
465,1317,0,1369,488,462,475.0
466,973,0,101,504,609,556.5
467,1134,0,47,532,203,367.5
468,1068,0,302,1361,1451,1406.0
469,68,0,1121,1853,972,1412.5
470,958,0,1859,65,753,409.0
471,1142,0,1755,597,1300,948.5
472,1170,0,1172,694,896,795.0
473,561,0,1123,649,1095,872.0
474,1815,0,1895,687,1103,895.0
475,1993,0,314,1641,1680,1660.5
476,556,0,1799,576,956,766.0
477,299,0,1361,1972,1799,1885.5
478,864,0,973,797,410,603.5
479,1186,0,1371,1601,1165,1383.0
480,621,0,783,293,34,163.5
481,1555,0,1579,1187,1026,1106.5
482,733,0,1989,653,1127,890.0
483,1748,0,1983,787,670,728.5
484,1271,0,1825,417,779,598.0
485,1156,0,1205,390,180,285.0
486,1182,0,1371,713,560,636.5
487,1173,0,1330,1217,1072,1144.5
488,973,0,1282,1662,1815,1738.5
489,388,0,1163,901,424,662.5
490,1571,0,54,1147,761,954.0
491,1979,0,361,1038,1228,1133.0
492,1079,0,1470,1062,1380,1221.0
493,1197,0,182,260,593,426.5
494,1202,0,1203,39,9,24.0
495,9,0,461,1897,1580,1738.5
496,1731,0,1777,526,226,376.0
497,465,0,1842,1416,773,1094.5
498,305,0,1633,1034,1075,1054.5
499,68,0,1509,1060,879,969.5
500,875,0,1824,1708,1932,1820.0
501,299,0,1356,1668,1174,1421.0
502,733,0,1982,1476,893,1184.5
503,582,0,360,1424,1034,1229.0
504,1969,0,1278,770,1863,1316.5
505,1205,0,1781,770,629,699.5
506,1063,0,1452,1351,1229,1290.0
507,326,0,1687,607,605,606.0
508,1954,0,393,482,604,543.0
509,47,0,48,295,1076,685.5
510,1819,0,182,1936,1941,1938.5
511,1448,0,34,196,834,515.0
512,1330,0,1602,1549,1480,1514.5
513,1324,0,1971,1402,1304,1353.0
514,531,0,1225,1649,1667,1658.0
515,896,0,898,234,565,399.5
516,574,0,1559,533,631,582.0
517,931,0,193,1627,874,1250.5
518,290,0,345,1971,1885,1928.0
519,315,0,1279,109,787,448.0
520,1249,0,62,554,959,756.5
521,489,0,1490,746,1086,916.0
522,733,0,446,288,327,307.5
523,552,0,1347,384,317,350.5
524,892,0,1730,1275,945,1110.0
525,607,0,1822,1104,687,895.5
526,1875,0,144,710,1175,942.5
527,68,0,999,907,1107,1007.0
528,1079,0,1490,1022,1294,1158.0
529,892,0,903,1534,1223,1378.5
530,1163,0,290,506,529,517.5
531,1186,0,1571,1407,1646,1526.5
532,329,0,1117,418,611,514.5
533,553,0,1213,1182,1096,1139.0
534,9,0,1080,1585,1046,1315.5
535,388,0,1330,1120,950,1035.0
536,1134,0,1148,743,522,632.5
537,1175,0,1219,1955,1981,1968.0
538,383,0,489,842,1315,1078.5
539,1206,0,25,926,1162,1044.0
540,349,0,1480,1136,1368,1252.0
541,1273,0,165,1740,1958,1849.0
542,553,0,1063,1107,556,831.5
543,294,0,301,1614,1475,1544.5
544,1410,0,1745,1736,1655,1695.5
545,1767,0,236,1545,1627,1586.0
546,1150,0,1163,572,519,545.5
547,561,0,342,802,297,549.5
548,877,0,925,1765,1819,1792.0
549,1349,0,1738,480,1843,1161.5
550,9,0,1062,1462,1282,1372.0
551,546,0,1920,751,390,570.5
552,1269,0,214,1444,1284,1364.0
553,1279,0,1818,112,4,58.0
554,74,0,245,981,319,650.0
555,772,0,1463,1281,1102,1191.5
556,1324,0,1687,435,441,438.0
557,901,0,476,1524,1382,1453.0
558,1679,0,1999,1360,570,965.0
559,1244,0,1914,1369,849,1109.0
560,1347,0,1954,1624,1585,1604.5
561,1357,0,42,103,59,81.0
562,598,0,1105,917,430,673.5
563,1000,0,1176,107,391,249.0
564,582,0,43,903,567,735.0
565,198,0,1142,1614,1035,1324.5
566,388,0,1724,1505,1427,1466.0
567,68,0,1966,120,750,435.0
568,1246,0,1897,1670,870,1270.0
569,1324,0,1672,100,112,106.0
570,1247,0,8,1821,1422,1621.5
571,582,0,1488,573,1279,926.0
572,9,0,1729,1795,1763,1779.0
573,1969,0,999,427,920,673.5
574,412,0,1750,1382,1592,1487.0
575,1153,0,30,692,816,754.0
576,733,0,1464,223,740,481.5
577,1172,0,1792,1244,1347,1295.5
578,1144,0,1342,774,970,872.0
579,573,0,1822,1981,1779,1880.0
580,1752,0,1825,614,1243,928.5
581,282,0,1217,996,521,758.5
582,1747,0,56,1271,1671,1471.0
583,9,0,1222,494,806,650.0
584,1196,0,1401,754,65,409.5
585,1066,0,1351,163,110,136.5
586,1202,0,321,1255,1548,1401.5
587,701,0,442,1983,1882,1932.5
588,68,0,1593,1763,1293,1528.0
589,68,0,1134,35,24,29.5
590,618,0,1361,1063,1105,1084.0
591,1449,0,75,1445,1021,1233.0
592,489,0,1829,1776,1442,1609.0
593,1205,0,1986,20,320,170.0
594,733,0,1162,1464,1513,1488.5
595,1167,0,1791,1827,1721,1774.0
596,68,0,1273,787,1032,909.5
597,1153,0,357,1167,792,979.5
598,282,0,1270,1407,1289,1348.0
599,1244,0,80,1768,1231,1499.5
600,1272,0,1276,955,1311,1133.0
601,1763,0,1997,1305,1887,1596.0
602,1815,0,31,1773,1382,1577.5
603,237,0,244,406,869,637.5
604,1518,0,1898,1841,1812,1826.5
605,561,0,1195,1579,801,1190.0
606,1066,0,1072,1103,235,669.0
607,1065,0,1127,941,369,655.0
608,1308,0,1728,676,587,631.5
609,1202,0,1260,1768,1910,1839.0
610,733,0,246,1588,1626,1607.0
611,733,0,1540,1440,946,1193.0
612,250,0,317,846,1376,1111.0
613,68,0,1714,876,582,729.0
614,593,0,316,1631,1648,1639.5
615,2,0,1214,1726,1788,1757.0
616,1067,0,1305,475,1064,769.5
617,1328,0,48,1444,1621,1532.5
618,1669,0,90,941,782,861.5
619,406,0,445,261,501,381.0
620,1595,0,1701,728,992,860.0
621,771,0,395,637,1032,834.5
622,1399,0,33,1706,1311,1508.5
623,1262,0,1279,1776,1856,1816.0
624,1182,0,1241,1127,673,900.0
625,877,0,955,1688,1697,1692.5
626,1521,0,1704,1816,1665,1740.5
627,2,0,293,1434,1354,1394.0
628,1103,0,1104,1034,1011,1022.5
629,1258,0,255,1823,1693,1758.0
630,1324,0,1668,415,748,581.5
631,733,0,454,1390,918,1154.0
632,315,0,1475,1545,1651,1598.0
633,1218,0,1273,554,1127,840.5
634,1216,0,1352,341,1303,822.0
635,181,0,1975,231,378,304.5
636,9,0,1352,1644,1640,1642.0
637,1722,0,225,1994,1960,1977.0
638,293,0,603,1697,1863,1780.0
639,1628,0,1906,1794,1481,1637.5
640,532,0,1913,1840,1652,1746.0
641,1196,0,1839,1419,1746,1582.5
642,599,0,604,1285,829,1057.0
643,417,0,1164,1550,544,1047.0
644,151,0,1103,63,19,41.0
645,582,0,25,1124,876,1000.0
646,548,0,1261,1,2,1.5
647,1330,0,333,1970,1904,1937.0
648,349,0,635,250,1037,643.5
649,407,0,1464,700,1073,886.5
650,349,0,607,1351,653,1002.0
651,1479,0,74,836,263,549.5
652,1079,0,1573,230,274,252.0
653,1246,0,1760,925,817,871.0
654,877,0,921,44,44,44.0
655,1222,0,1276,1623,1583,1603.0
656,1325,0,93,411,12,211.5
657,388,0,1405,1575,1010,1292.5
658,9,0,1102,1132,1063,1097.5
659,1281,0,1416,1381,1846,1613.5
660,1067,0,1330,1181,1182,1181.5
661,1204,0,1894,852,477,664.5
662,1241,0,1679,266,377,321.5
663,999,0,1489,87,317,202.0
664,1082,0,1272,1092,998,1045.0
665,1726,0,71,733,1143,938.0
666,1958,0,6,607,171,389.0
667,151,0,1445,1320,1582,1451.0
668,772,0,1346,153,330,241.5
669,607,0,94,1050,959,1004.5
670,896,0,1755,945,1565,1255.0
671,1195,0,1289,1146,1458,1302.0
672,922,0,505,1752,1558,1655.0
673,1348,0,1377,1519,1622,1570.5
674,1969,0,1317,1941,1811,1876.0
675,282,0,1277,1391,1294,1342.5
676,1273,0,218,1868,1950,1909.0
677,1719,0,1780,1197,1191,1194.0
678,772,0,954,1963,1847,1905.0
679,388,0,1119,1975,1878,1926.5
680,1674,0,1687,273,220,246.5
681,1662,0,612,1920,1547,1733.5
682,1412,0,30,1879,1913,1896.0
683,603,0,288,1982,1787,1884.5
684,412,0,222,498,922,710.0
685,9,0,107,877,1243,1060.0
686,305,0,234,892,555,723.5
687,603,0,1446,1929,1253,1591.0
688,383,0,1320,1615,1067,1341.0
689,407,0,1068,1785,1934,1859.5
690,883,0,892,1947,1864,1905.5
691,9,0,1349,1848,1460,1654.0
692,465,0,1925,619,456,537.5
693,956,0,91,874,1155,1014.5
694,1511,0,1662,66,589,327.5
695,1063,0,1123,120,434,277.0
696,561,0,1176,301,587,444.0
697,151,0,1117,534,918,726.0
698,1175,0,1330,375,539,457.0
699,1522,0,1703,1321,848,1084.5
700,1257,0,1327,1936,1937,1936.5
701,1183,0,1854,475,451,463.0
702,349,0,1352,84,848,466.0
703,1309,0,1008,1029,609,819.0
704,1668,0,1675,922,980,951.0
705,1073,0,1079,912,1001,956.5
706,1183,0,1820,817,1289,1053.0
707,1412,0,1420,1822,1664,1743.0
708,1260,0,52,1966,1906,1936.0
709,532,0,24,305,5,155.0
710,638,0,1308,25,26,25.5
711,299,0,590,615,467,541.0
712,733,0,76,534,774,654.0
713,1328,0,1767,1128,833,980.5
714,698,0,707,1537,1600,1568.5
715,1170,0,1278,441,1739,1090.0
716,1677,0,1707,67,842,454.5
717,211,0,1151,1446,1480,1463.0
718,553,0,1494,1504,546,1025.0
719,1701,0,1040,1060,683,871.5
720,1134,0,353,1590,1176,1383.0
721,1064,0,1271,357,348,352.5
722,999,0,1507,18,30,24.0
723,388,0,1222,1163,1511,1337.0
724,1241,0,426,366,277,321.5
725,561,0,1116,781,437,609.0
726,1477,0,1516,483,1318,900.5
727,934,0,943,1812,1926,1869.0
728,1585,0,445,1137,1378,1257.5
729,920,0,938,104,255,179.5
730,1125,0,1354,63,600,331.5
731,1119,0,185,963,704,833.5
732,1040,0,1304,537,1399,968.0
733,887,0,1972,1888,788,1338.0
734,9,0,1329,314,512,413.0
735,548,0,1820,1360,1573,1466.5
736,952,0,1822,1137,697,917.0
737,1067,0,251,533,481,507.0
738,1595,0,1684,1607,958,1282.5
739,892,0,928,1416,1646,1531.0
740,1215,0,1818,543,36,289.5
741,1733,0,67,968,1006,987.0
742,93,0,360,5,30,17.5
743,1241,0,52,562,625,593.5
