,h,r,t,head-batch,tail-batch,ranks
220,1218,0,1667,11,34,22.5
221,957,0,1142,78,10,44.0
222,1111,0,787,18,86,52.0
223,565,0,1257,36,64,50.0
224,1536,0,1859,81,10,45.5
225,1997,0,239,49,24,36.5
226,1308,0,1975,50,295,172.5
227,748,0,309,609,487,548.0
228,1829,0,381,382,223,302.5
229,51,0,151,2,9,5.5
230,1202,0,1820,178,191,184.5
231,1570,0,1691,482,419,450.5
232,412,0,170,97,545,321.0
233,1212,0,1660,26,22,24.0
234,461,0,1562,7,297,152.0
235,532,0,1399,9,133,71.0
236,97,0,1276,15,25,20.0
237,1715,0,63,6,20,13.0
238,1328,0,1807,2,4,3.0
239,1250,0,1679,56,20,38.0
240,1581,0,1684,62,1,31.5
241,1242,0,67,205,136,170.5
242,879,0,896,7,27,17.0
243,198,0,1191,3,10,6.5
244,593,0,318,454,1826,1140.0
245,436,0,892,80,26,53.0
246,928,0,940,21,9,15.0
247,1894,0,1895,109,16,62.5
248,62,0,333,19,6,12.5
249,902,0,920,30,30,30.0
250,1898,0,236,68,64,66.0
251,383,0,1494,5,23,14.0
252,586,0,1251,42,537,289.5
253,97,0,999,2,7,4.5
254,1400,0,45,75,91,83.0
255,68,0,1405,4,7,5.5
256,872,0,932,14,22,18.0
257,315,0,1471,8,65,36.5
258,607,0,107,27,248,137.5
259,1295,0,1975,267,243,255.0
260,1168,0,1320,25,39,32.0
261,1722,0,1733,108,15,61.5
262,1202,0,206,29,95,62.0
263,1291,0,1679,56,72,64.0
264,1244,0,1727,20,22,21.0
265,1112,0,1212,24,35,29.5
266,1573,0,1840,539,76,307.5
267,1691,0,24,103,62,82.5
268,417,0,1134,24,15,19.5
269,383,0,1076,5,63,34.0
270,1009,0,1527,242,44,143.0
271,1308,0,1663,7,9,8.0
272,1328,0,212,21,71,46.0
273,1895,0,65,12,37,24.5
274,1063,0,1221,1,3,2.0
275,973,0,1426,2,17,9.5
276,1330,0,1695,175,170,172.5
277,898,0,921,12,27,19.5
278,621,0,220,1353,1579,1466.0
279,973,0,21,3,63,33.0
280,1071,0,1175,1,2,1.5
281,1563,0,1662,38,1,19.5
282,1596,0,1677,10,3,6.5
283,1247,0,45,24,64,44.0
284,1677,0,1711,10,4,7.0
285,40,0,357,66,51,58.5
286,293,0,1762,28,189,108.5
287,1187,0,66,125,52,88.5
288,1308,0,1628,19,152,85.5
289,973,0,1816,263,932,597.5
290,1761,0,236,46,19,32.5
291,1275,0,94,40,85,62.5
292,1909,0,274,69,35,52.0
293,1597,0,1677,9,3,6.0
294,1349,0,1733,166,200,183.0
295,1391,0,1630,106,104,105.0
296,1281,0,1350,13,12,12.5
297,973,0,382,1,5,3.0
298,412,0,1709,88,379,233.5
299,603,0,973,24,241,132.5
300,892,0,101,2,9,5.5
301,1145,0,1990,331,375,353.0
302,1243,0,1730,53,251,152.0
303,1195,0,69,7,27,17.0
304,1756,0,1887,267,90,178.5
305,9,0,1279,4,5,4.5
306,1396,0,1894,1,2,1.5
307,1112,0,1170,64,351,207.5
308,1330,0,31,8,27,17.5
309,1384,0,1387,12,2,7.0
310,181,0,999,2,8,5.0
311,1163,0,1509,17,15,16.0
312,561,0,1494,61,167,114.0
313,1195,0,76,117,344,230.5
314,2,0,198,2,319,160.5
315,607,0,1456,6,6,6.0
316,1065,0,1509,17,6,11.5
317,1358,0,19,66,60,63.0
318,1174,0,1491,25,20,22.5
319,578,0,1349,189,170,179.5
320,1168,0,1799,71,139,105.0
321,1308,0,1986,78,320,199.0
322,1952,0,1954,67,32,49.5
323,498,0,1682,34,120,77.0
324,1119,0,1298,56,236,146.0
325,1281,0,1321,61,43,52.0
326,1330,0,1874,55,83,69.0
327,293,0,85,145,464,304.5
328,1353,0,302,77,153,115.0
329,909,0,1328,44,14,29.0
330,1633,0,1873,333,101,217.0
331,1279,0,1456,19,5,12.0
332,293,0,1299,11,29,20.0
333,390,0,1475,294,568,431.0
334,1448,0,15,627,554,590.5
335,1411,0,1770,190,255,222.5
336,1129,0,1885,218,416,317.0
337,465,0,771,6,215,110.5
338,1102,0,1216,44,8,26.0
339,586,0,183,36,337,186.5
340,1298,0,171,57,20,38.5
341,305,0,643,4,375,189.5
342,269,0,424,12,6,9.0
343,1141,0,1164,81,266,173.5
344,1679,0,1710,131,330,230.5
345,973,0,446,6,155,80.5
346,68,0,1145,3,22,12.5
347,1287,0,1346,141,201,171.0
348,1600,0,1694,593,30,311.5
349,1599,0,303,273,18,145.5
350,1669,0,178,1,3,2.0
351,1338,0,1342,101,82,91.5
352,928,0,938,30,24,27.0
353,1331,0,52,10,6,8.0
354,1986,0,524,654,213,433.5
355,489,0,1216,8,4,6.0
356,565,0,1075,26,121,73.5
357,1286,0,65,174,409,291.5
358,516,0,1624,46,63,54.5
359,1206,0,94,385,482,433.5
360,181,0,417,2,57,29.5
361,1748,0,232,159,28,93.5
362,1068,0,1138,1,4,2.5
363,1527,0,1944,7,17,12.0
364,1262,0,214,69,7,38.0
365,1464,0,1786,133,123,128.0
366,1063,0,1068,3,17,10.0
367,1073,0,1375,12,71,41.5
368,733,0,1704,1,41,21.0
369,987,0,52,34,33,33.5
370,1090,0,1728,230,45,137.5
371,9,0,251,22,36,29.0
372,1168,0,1691,175,317,246.0
373,1166,0,1214,6,9,7.5
374,9,0,1826,9,15,12.0
375,1915,0,1577,131,251,191.0
376,1150,0,1212,21,7,14.0
377,1455,0,1506,35,2,18.5
378,461,0,1145,42,107,74.5
379,532,0,1997,27,253,140.0
380,783,0,1160,217,394,305.5
381,1073,0,1150,7,14,10.5
382,880,0,1063,49,157,103.0
383,597,0,701,511,291,401.0
384,607,0,1063,9,20,14.5
385,465,0,451,10,115,62.5
386,1079,0,1417,83,63,73.0
387,556,0,1857,25,291,158.0
388,97,0,1130,14,41,27.5
389,1302,0,1762,54,127,90.5
390,1112,0,1250,22,161,91.5
391,631,0,30,222,391,306.5
392,916,0,1572,10,25,17.5
393,1216,0,1791,53,42,47.5
394,973,0,1811,171,472,321.5
395,1559,0,421,69,98,83.5
396,1246,0,1825,90,99,94.5
397,561,0,1971,2,2,2.0
398,1207,0,1354,43,130,86.5
399,305,0,1330,172,1236,704.0
400,68,0,909,3,37,20.0
401,896,0,1142,12,30,21.0
402,1183,0,1346,33,10,21.5
403,181,0,1776,29,53,41.0
404,561,0,1754,2,64,33.0
405,259,0,1202,23,4,13.5
406,1175,0,24,216,149,182.5
407,9,0,1494,5,14,9.5
408,1328,0,1808,6,35,20.5
409,1223,0,1724,211,337,274.0
410,694,0,1921,1134,1124,1129.0
411,897,0,940,6,14,10.0
412,1292,0,1296,4,3,3.5
413,1079,0,1138,15,35,25.0
414,407,0,973,242,526,384.0
415,68,0,1329,8,194,101.0
416,1207,0,341,105,98,101.5
417,1332,0,1624,69,24,46.5
418,498,0,1260,12,83,47.5
419,1205,0,1362,46,162,104.0
420,892,0,1852,5,30,17.5
421,1082,0,1212,13,5,9.0
422,1325,0,43,415,555,485.0
423,1690,0,1998,16,26,21.0
424,548,0,1491,35,55,45.0
425,802,0,826,22,8,15.0
426,1726,0,1740,119,117,118.0
427,1308,0,1895,18,31,24.5
428,1153,0,1987,13,440,226.5
429,814,0,842,6,17,11.5
430,1522,0,1725,7,3,5.0
431,1216,0,1979,734,671,702.5
432,1112,0,1153,64,291,177.5
433,1466,0,1822,455,469,462.0
434,565,0,1181,3,123,63.0
435,532,0,1602,19,97,58.0
436,891,0,943,6,5,5.5
437,1071,0,1374,20,61,40.5
438,305,0,652,3,157,80.0
439,1571,0,1909,32,138,85.0
440,1181,0,1241,12,15,13.5
441,701,0,764,91,485,288.0
442,664,0,313,43,82,62.5
443,1140,0,1456,7,7,7.0
444,1289,0,1766,500,269,384.5
445,561,0,1327,1,2,1.5
446,772,0,1719,4,87,45.5
447,1212,0,1452,13,44,28.5
448,1123,0,1351,7,40,23.5
449,1269,0,1322,4,2,3.0
450,1067,0,1213,16,26,21.0
451,1166,0,1473,5,16,10.5
452,586,0,1628,7,50,28.5
453,733,0,1610,1,41,21.0
454,1068,0,1080,8,32,20.0
455,1556,0,397,4,103,53.5
456,388,0,1351,4,45,24.5
457,282,0,1273,8,7,7.5
458,1140,0,1473,9,11,10.0
459,306,0,1342,2,3,2.5
460,1896,0,833,2,20,11.0
461,1271,0,1660,39,24,31.5
462,1225,0,1276,10,4,7.0
463,1299,0,1989,214,467,340.5
464,1212,0,1278,35,22,28.5
465,1317,0,1369,95,173,134.0
466,973,0,101,3,33,18.0
467,1134,0,47,482,711,596.5
468,1068,0,302,383,340,361.5
469,68,0,1121,1,4,2.5
470,958,0,1859,46,47,46.5
471,1142,0,1755,5,2,3.5
472,1170,0,1172,48,35,41.5
473,561,0,1123,44,328,186.0
474,1815,0,1895,10,2,6.0
475,1993,0,314,339,103,221.0
476,556,0,1799,18,23,20.5
477,299,0,1361,33,58,45.5
478,864,0,973,479,161,320.0
479,1186,0,1371,23,204,113.5
480,621,0,783,2,16,9.0
481,1555,0,1579,8,25,16.5
482,733,0,1989,1,11,6.0
483,1748,0,1983,146,15,80.5
484,1271,0,1825,26,32,29.0
485,1156,0,1205,89,239,164.0
486,1182,0,1371,98,578,338.0
487,1173,0,1330,11,3,7.0
488,973,0,1282,24,845,434.5
489,388,0,1163,2,19,10.5
490,1571,0,54,55,104,79.5
491,1979,0,361,169,148,158.5
492,1079,0,1470,26,59,42.5
493,1197,0,182,96,15,55.5
494,1202,0,1203,67,415,241.0
495,9,0,461,9,43,26.0
496,1731,0,1777,356,57,206.5
497,465,0,1842,5,135,70.0
498,305,0,1633,38,378,208.0
499,68,0,1509,11,28,19.5
500,875,0,1824,555,398,476.5
501,299,0,1356,101,673,387.0
502,733,0,1982,12,315,163.5
503,582,0,360,4,57,30.5
504,1969,0,1278,83,72,77.5
505,1205,0,1781,5,18,11.5
506,1063,0,1452,27,170,98.5
507,326,0,1687,647,1794,1220.5
508,1954,0,393,16,34,25.0
509,47,0,48,60,6,33.0
510,1819,0,182,160,56,108.0
511,1448,0,34,9,14,11.5
512,1330,0,1602,45,81,63.0
513,1324,0,1971,9,17,13.0
514,531,0,1225,91,267,179.0
515,896,0,898,9,19,14.0
516,574,0,1559,13,50,31.5
517,931,0,193,142,278,210.0
518,290,0,345,354,2,178.0
519,315,0,1279,6,5,5.5
520,1249,0,62,4,5,4.5
521,489,0,1490,4,2,3.0
522,733,0,446,2,148,75.0
523,552,0,1347,200,707,453.5
524,892,0,1730,320,733,526.5
525,607,0,1822,265,339,302.0
526,1875,0,144,6,9,7.5
527,68,0,999,2,2,2.0
528,1079,0,1490,41,46,43.5
529,892,0,903,7,7,7.0
530,1163,0,290,433,240,336.5
531,1186,0,1571,103,122,112.5
532,329,0,1117,3,3,3.0
533,553,0,1213,2,5,3.5
534,9,0,1080,3,5,4.0
535,388,0,1330,122,422,272.0
536,1134,0,1148,9,523,266.0
537,1175,0,1219,38,5,21.5
538,383,0,489,11,56,33.5
539,1206,0,25,23,122,72.5
540,349,0,1480,4,1,2.5
541,1273,0,165,259,367,313.0
542,553,0,1063,9,23,16.0
543,294,0,301,4,1,2.5
544,1410,0,1745,155,191,173.0
545,1767,0,236,40,3,21.5
546,1150,0,1163,21,123,72.0
547,561,0,342,15,152,83.5
548,877,0,925,6,20,13.0
549,1349,0,1738,50,121,85.5
550,9,0,1062,1,4,2.5
551,546,0,1920,2,2,2.0
552,1269,0,214,28,7,17.5
553,1279,0,1818,202,130,166.0
554,74,0,245,9,9,9.0
555,772,0,1463,1,83,42.0
556,1324,0,1687,3,10,6.5
557,901,0,476,5,72,38.5
558,1679,0,1999,5,21,13.0
559,1244,0,1914,430,381,405.5
560,1347,0,1954,256,8,132.0
561,1357,0,42,39,44,41.5
562,598,0,1105,42,677,359.5
563,1000,0,1176,23,137,80.0
564,582,0,43,5,325,165.0
565,198,0,1142,11,27,19.0
566,388,0,1724,216,365,290.5
567,68,0,1966,38,134,86.0
568,1246,0,1897,85,104,94.5
569,1324,0,1672,5,76,40.5
570,1247,0,8,28,91,59.5
571,582,0,1488,2,150,76.0
572,9,0,1729,118,76,97.0
573,1969,0,999,2,3,2.5
574,412,0,1750,67,277,172.0
575,1153,0,30,91,158,124.5
576,733,0,1464,74,274,174.0
577,1172,0,1792,60,116,88.0
578,1144,0,1342,5,2,3.5
579,573,0,1822,25,15,20.0
580,1752,0,1825,214,142,178.0
581,282,0,1217,13,20,16.5
582,1747,0,56,172,61,116.5
583,9,0,1222,8,14,11.0
584,1196,0,1401,34,38,36.0
585,1066,0,1351,34,88,61.0
586,1202,0,321,77,418,247.5
587,701,0,442,341,1210,775.5
588,68,0,1593,4,109,56.5
589,68,0,1134,14,68,41.0
590,618,0,1361,151,5,78.0
591,1449,0,75,2,10,6.0
592,489,0,1829,553,583,568.0
593,1205,0,1986,71,282,176.5
594,733,0,1162,123,1263,693.0
595,1167,0,1791,89,25,57.0
596,68,0,1273,7,17,12.0
597,1153,0,357,285,404,344.5
598,282,0,1270,35,110,72.5
599,1244,0,80,121,386,253.5
600,1272,0,1276,75,20,47.5
601,1763,0,1997,29,41,35.0
602,1815,0,31,8,11,9.5
603,237,0,244,4,2,3.0
604,1518,0,1898,169,16,92.5
605,561,0,1195,2,2,2.0
606,1066,0,1072,5,7,6.0
607,1065,0,1127,10,3,6.5
608,1308,0,1728,33,153,93.0
609,1202,0,1260,4,5,4.5
610,733,0,246,1,19,10.0
611,733,0,1540,1,19,10.0
612,250,0,317,31,107,69.0
613,68,0,1714,2,39,20.5
614,593,0,316,142,19,80.5
615,2,0,1214,34,81,57.5
616,1067,0,1305,22,32,27.0
617,1328,0,48,250,618,434.0
618,1669,0,90,15,6,10.5
619,406,0,445,685,44,364.5
620,1595,0,1701,12,3,7.5
621,771,0,395,299,69,184.0
622,1399,0,33,40,32,36.0
623,1262,0,1279,99,15,57.0
624,1182,0,1241,6,10,8.0
625,877,0,955,7,11,9.0
626,1521,0,1704,313,125,219.0
627,2,0,293,2,78,40.0
628,1103,0,1104,38,3,20.5
629,1258,0,255,1,2,1.5
630,1324,0,1668,3,7,5.0
631,733,0,454,1,84,42.5
632,315,0,1475,38,339,188.5
633,1218,0,1273,23,4,13.5
634,1216,0,1352,29,21,25.0
635,181,0,1975,401,677,539.0
636,9,0,1352,5,12,8.5
637,1722,0,225,249,168,208.5
638,293,0,603,11,120,65.5
639,1628,0,1906,21,21,21.0
640,532,0,1913,28,218,123.0
641,1196,0,1839,53,25,39.0
642,599,0,604,192,696,444.0
643,417,0,1164,42,92,67.0
644,151,0,1103,3,10,6.5
645,582,0,25,2,37,19.5
646,548,0,1261,3,55,29.0
647,1330,0,333,25,50,37.5
648,349,0,635,5,19,12.0
649,407,0,1464,202,106,154.0
650,349,0,607,14,65,39.5
651,1479,0,74,44,25,34.5
652,1079,0,1573,37,97,67.0
653,1246,0,1760,107,131,119.0
654,877,0,921,1,6,3.5
655,1222,0,1276,53,14,33.5
656,1325,0,93,81,217,149.0
657,388,0,1405,14,29,21.5
658,9,0,1102,1,4,2.5
659,1281,0,1416,66,47,56.5
660,1067,0,1330,105,282,193.5
661,1204,0,1894,10,3,6.5
662,1241,0,1679,9,25,17.0
663,999,0,1489,39,54,46.5
664,1082,0,1272,40,37,38.5
665,1726,0,71,41,98,69.5
666,1958,0,6,14,186,100.0
667,151,0,1445,244,1111,677.5
668,772,0,1346,9,48,28.5
669,607,0,94,11,54,32.5
670,896,0,1755,37,63,50.0
671,1195,0,1289,207,690,448.5
672,922,0,505,22,109,65.5
673,1348,0,1377,496,491,493.5
674,1969,0,1317,66,116,91.0
675,282,0,1277,108,800,454.0
676,1273,0,218,425,499,462.0
677,1719,0,1780,8,3,5.5
678,772,0,954,14,123,68.5
679,388,0,1119,25,111,68.0
680,1674,0,1687,8,7,7.5
681,1662,0,612,3,53,28.0
682,1412,0,30,162,81,121.5
683,603,0,288,2,117,59.5
684,412,0,222,259,613,436.0
685,9,0,107,10,74,42.0
686,305,0,234,1,38,19.5
687,603,0,1446,28,219,123.5
688,383,0,1320,3,7,5.0
689,407,0,1068,30,144,87.0
690,883,0,892,3,13,8.0
691,9,0,1349,50,29,39.5
692,465,0,1925,8,81,44.5
693,956,0,91,955,1153,1054.0
694,1511,0,1662,5,2,3.5
695,1063,0,1123,2,3,2.5
696,561,0,1176,1,17,9.0
697,151,0,1117,3,41,22.0
698,1175,0,1330,60,51,55.5
699,1522,0,1703,8,13,10.5
700,1257,0,1327,1,3,2.0
701,1183,0,1854,147,163,155.0
702,349,0,1352,13,39,26.0
703,1309,0,1008,137,87,112.0
704,1668,0,1675,5,3,4.0
705,1073,0,1079,16,24,20.0
706,1183,0,1820,299,283,291.0
707,1412,0,1420,314,378,346.0
708,1260,0,52,37,24,30.5
709,532,0,24,39,246,142.5
710,638,0,1308,26,3,14.5
711,299,0,590,2,16,9.0
712,733,0,76,111,640,375.5
713,1328,0,1767,1,62,31.5
714,698,0,707,45,11,28.0
715,1170,0,1278,61,35,48.0
716,1677,0,1707,3,3,3.0
717,211,0,1151,3,1,2.0
718,553,0,1494,26,35,30.5
719,1701,0,1040,5,7,6.0
720,1134,0,353,110,527,318.5
721,1064,0,1271,85,61,73.0
722,999,0,1507,30,35,32.5
723,388,0,1222,27,71,49.0
724,1241,0,426,799,745,772.0
725,561,0,1116,8,104,56.0
726,1477,0,1516,80,74,77.0
727,934,0,943,40,10,25.0
728,1585,0,445,18,1,9.5
729,920,0,938,8,11,9.5
730,1125,0,1354,148,249,198.5
731,1119,0,185,25,137,81.0
732,1040,0,1304,681,580,630.5
733,887,0,1972,36,52,44.0
734,9,0,1329,16,65,40.5
735,548,0,1820,1,1,1.0
736,952,0,1822,508,778,643.0
737,1067,0,251,22,34,28.0
738,1595,0,1684,12,2,7.0
739,892,0,928,1,6,3.5
740,1215,0,1818,385,176,280.5
741,1733,0,67,77,40,58.5
742,93,0,360,577,13,295.0
743,1241,0,52,18,21,19.5
744,561,0,1663,2,2,2.0
745,1419,0,84,131,36,83.5
746,1214,0,1599,180,146,163.0
747,1353,0,65,128,235,181.5
748,1279,0,1455,16,6,11.0
749,1066,0,87,342,375,358.5
750,999,0,1150,9,8,8.5
751,1168,0,1272,21,21,21.0
752,498,0,1252,4,89,46.5
753,498,0,1150,8,14,11.0
754,1080,0,1260,72,168,120.0
755,215,0,244,4,6,5.0
756,439,0,94,158,297,227.5
757,586,0,1757,7,15,11.0
758,305,0,1252,37,347,192.0
759,1481,0,1982,285,353,319.0
760,1402,0,1914,1185,34,609.5
761,879,0,901,3,4,3.5
762,1144,0,1271,42,69,55.5
763,561,0,176,2,9,5.5
764,1662,0,289,5,8,6.5
765,1813,0,1822,77,33,55.0
766,1207,0,1241,40,288,164.0
767,892,0,920,6,7,6.5
768,1272,0,1278,112,38,75.0
769,1907,0,65,94,124,109.0
770,412,0,1287,26,169,97.5
771,561,0,603,29,280,154.5
772,1258,0,1425,11,15,13.0
773,877,0,931,3,9,6.0
774,683,0,1563,1,4,2.5
775,305,0,1853,62,631,346.5
776,1122,0,1262,17,60,38.5
777,1915,0,957,108,485,296.5
778,1369,0,1760,161,231,196.0
779,1276,0,1791,4,8,6.0
780,1063,0,1270,6,94,50.0
781,934,0,938,60,27,43.5
782,68,0,1765,78,230,154.0
783,1677,0,1040,3,2,2.5
784,519,0,1780,98,187,142.5
785,772,0,1474,33,143,88.0
786,68,0,306,3,122,62.5
787,498,0,1275,33,83,58.0
788,9,0,1313,4,17,10.5
789,683,0,1631,1,1,1.0
790,1655,0,1689,9,4,6.5
791,1668,0,1672,5,36,20.5
792,498,0,1172,6,4,5.0
793,9,0,1666,1,17,9.0
794,1643,0,1662,5,2,3.5
795,388,0,1575,14,158,86.0
796,1469,0,1509,101,38,69.5
797,1844,0,391,77,59,68.0
798,574,0,1360,13,9,11.0
799,842,0,1758,411,613,512.0
800,299,0,1105,2,23,12.5
801,68,0,1275,1,4,2.5
802,973,0,1562,130,995,562.5
803,1559,0,23,114,132,123.0
804,1662,0,737,21,198,109.5
805,32,0,42,45,11,28.0
806,364,0,860,70,330,200.0
807,1197,0,1392,63,98,80.5
808,1079,0,1825,209,221,215.0
