,h,r,t,head-batch,tail-batch,ranks
65,2588,108,12470,5727,4310,5018.5
66,1673,17,4361,7784,2939,5361.5
67,2349,36,307,13172,14198,13685.0
68,8663,82,13805,12593,12434,12513.5
69,5898,2,11221,7250,2637,4943.5
70,11396,108,6812,5176,11642,8409.0
71,863,194,6008,12296,3276,7786.0
72,11196,176,9963,4647,10648,7647.5
73,13606,75,3056,787,4415,2601.0
74,8471,13,12126,6260,5226,5743.0
75,8471,13,962,6730,10412,8571.0
76,13165,82,13472,4422,3321,3871.5
77,3602,105,5954,333,3241,1787.0
78,7575,233,4999,11626,12017,11821.5
79,1769,126,10729,4354,11826,8090.0
80,1265,82,5751,11068,2057,6562.5
81,9450,39,9842,7097,736,3916.5
82,12907,2,2913,13750,5357,9553.5
83,1906,125,12527,2740,4274,3507.0
84,2826,82,11163,7021,6103,6562.0
85,4025,2,13357,3895,4157,4026.0
86,1993,179,4352,14433,10899,12666.0
87,4106,59,5068,12783,13046,12914.5
88,1822,186,3056,3939,2453,3196.0
89,1822,50,4021,333,544,438.5
90,1983,173,5093,10816,8753,9784.5
91,933,201,775,14504,12052,13278.0
92,12948,90,11812,12290,14157,13223.5
93,11228,169,10967,1954,11411,6682.5
94,3829,125,9307,4351,370,2360.5
95,3829,125,13647,11485,9472,10478.5
96,3568,197,9448,10663,10789,10726.0
97,3568,196,11378,8209,2185,5197.0
98,10650,58,14037,7617,3943,5780.0
99,9553,108,4396,4855,13055,8955.0
100,7127,17,7544,10153,13666,11909.5
101,8021,173,3938,8119,12679,10399.0
102,5193,75,12402,1605,4991,3298.0
103,2873,85,6373,2329,181,1255.0
104,7931,202,11148,5181,8713,6947.0
105,2011,182,2011,1,2,1.5
106,14446,186,4994,10608,6426,8517.0
107,11397,159,12838,9320,6720,8020.0
108,9825,38,13398,14144,4843,9493.5
109,2327,125,13647,14477,11158,12817.5
110,4912,214,6765,257,592,424.5
111,5050,164,7544,1302,13606,7454.0
112,8352,55,10192,13542,10789,12165.5
113,4951,105,10643,13814,12836,13325.0
114,1776,148,5245,4429,10006,7217.5
115,607,97,10815,7502,8855,8178.5
116,12211,186,4994,5540,3631,4585.5
117,13936,84,9206,12853,8470,10661.5
118,13288,109,6991,12774,3231,8002.5
119,13080,111,9702,7841,8707,8274.0
120,3265,186,4994,4400,1613,3006.5
121,1063,230,11118,2413,9768,6090.5
122,9010,118,2539,5105,7320,6212.5
123,2869,91,9078,4700,13455,9077.5
124,2506,145,3056,3341,5443,4392.0
125,3784,82,1492,13428,9032,11230.0
126,14097,125,7105,13303,1925,7614.0
127,1418,58,14037,5515,8990,7252.5
128,6130,190,9538,5488,11289,8388.5
129,4221,59,900,8663,8753,8708.0
130,4221,59,9978,4662,9338,7000.0
131,4551,149,7253,8073,5495,6784.0
132,4217,186,4994,10145,9711,9928.0
133,1503,2,10619,5221,3491,4356.0
134,7505,61,3399,6882,7809,7345.5
135,1173,125,12154,13226,13417,13321.5
136,628,108,5857,6464,673,3568.5
137,13843,105,13352,13677,7921,10799.0
138,9657,30,12516,9653,4970,7311.5
139,916,126,11345,4267,4842,4554.5
140,3146,75,10222,1679,7870,4774.5
141,4257,2,5311,7455,428,3941.5
142,3176,111,13094,8327,8245,8286.0
143,3176,75,9003,12300,4913,8606.5
144,5950,134,12718,844,3768,2306.0
145,5950,110,4068,13936,11117,12526.5
146,3908,88,8187,6004,5702,5853.0
147,12200,30,12775,7956,7181,7568.5
148,10732,123,3366,8861,1743,5302.0
149,10732,123,10854,13999,11557,12778.0
150,12635,101,14304,582,1802,1192.0
151,3527,188,6441,2435,6144,4289.5
152,4952,10,7615,3225,13537,8381.0
153,109,108,7804,1253,4333,2793.0
154,109,108,1569,4615,12810,8712.5
155,2398,50,1707,8036,11235,9635.5
156,8152,2,5029,50,5602,2826.0
157,12104,141,12084,2009,7871,4940.0
158,4533,88,7169,153,709,431.0
159,3179,2,11621,717,1852,1284.5
160,10907,80,4422,10689,10388,10538.5
161,3038,88,1489,6427,8389,7408.0
162,348,31,12771,14036,11037,12536.5
163,733,2,5029,8439,7898,8168.5
164,8858,186,11576,12391,8679,10535.0
165,3017,108,10973,2765,11801,7283.0
166,2270,30,9204,7273,9575,8424.0
167,9008,22,10377,11341,7865,9603.0
168,8365,82,3727,6292,3884,5088.0
169,5036,55,8372,9430,6779,8104.5
170,9949,4,12009,1235,6371,3803.0
171,9174,186,13398,10255,3204,6729.5
172,10909,75,819,4703,13268,8985.5
173,10920,215,3357,10173,4272,7222.5
174,13076,17,13705,7179,10386,8782.5
175,2955,113,5985,9617,6525,8071.0
176,10938,7,9496,8445,1429,4937.0
177,11555,204,9218,6949,10030,8489.5
178,5190,230,11118,11456,10703,11079.5
179,5330,81,137,7148,13204,10176.0
180,1640,39,3378,12014,11010,11512.0
181,10434,21,493,3633,5655,4644.0
182,7358,110,2760,1955,7471,4713.0
183,11941,17,7667,7129,5862,6495.5
184,6806,186,4994,728,2112,1420.0
185,538,68,9568,2666,4548,3607.0
186,8824,82,4174,12587,4128,8357.5
187,4205,108,11638,3098,604,1851.0
188,13551,123,3502,10729,6636,8682.5
189,496,125,8182,9345,8431,8888.0
190,5721,35,6765,6856,1160,4008.0
191,12879,87,3406,7434,5334,6384.0
192,13087,88,2288,6910,2713,4811.5
193,9135,234,6765,6908,2821,4864.5
194,9310,60,12217,10868,6634,8751.0
195,12154,108,10566,13489,8024,10756.5
196,7425,228,13023,979,3070,2024.5
197,10044,1,8100,13053,6774,9913.5
198,12049,2,5029,9326,13692,11509.0
199,854,82,2118,8024,9264,8644.0
200,1103,2,3967,5043,8083,6563.0
201,8874,22,3364,10895,11887,11391.0
202,1294,80,6374,12296,14530,13413.0
203,14413,81,7544,8773,6822,7797.5
204,1001,6,4612,5086,7897,6491.5
205,12132,111,7797,5074,373,2723.5
206,11492,125,12881,3008,885,1946.5
207,4513,199,10434,3997,4966,4481.5
208,4513,199,12337,5149,6002,5575.5
209,13021,60,11326,521,31,276.0
210,2238,108,12376,2016,8292,5154.0
211,394,118,12709,5603,9296,7449.5
212,9284,176,13873,2423,4174,3298.5
213,14046,126,11345,953,3109,2031.0
214,12366,108,126,3102,2931,3016.5
215,7570,95,8487,6988,9688,8338.0
216,8348,235,11064,4220,6051,5135.5
217,7727,126,11345,3877,3911,3894.0
218,220,75,14173,1443,13520,7481.5
219,1593,17,9929,2512,1146,1829.0
220,12332,184,6799,1282,6369,3825.5
221,4287,111,2852,1727,6794,4260.5
222,4531,2,5029,6057,10321,8189.0
223,12173,75,3031,9026,12091,10558.5
224,7045,186,9223,13848,11059,12453.5
225,12037,86,6222,14381,10104,12242.5
226,4155,148,4810,8579,12645,10612.0
227,4982,118,12982,13057,11297,12177.0
228,11764,226,268,14028,11732,12880.0
229,3437,111,12277,10112,8330,9221.0
230,1607,2,937,12464,3757,8110.5
231,8375,22,4695,12669,7525,10097.0
232,8509,4,3776,10621,9165,9893.0
233,9548,58,14037,637,2250,1443.5
234,6443,88,3589,11701,12094,11897.5
235,9923,69,13717,1421,2609,2015.0
236,1286,75,5753,415,2263,1339.0
237,3221,10,13976,2456,3761,3108.5
238,3928,2,13357,12426,14075,13250.5
239,8506,81,7544,6886,5511,6198.5
240,7703,17,239,3425,7933,5679.0
241,3848,75,7377,13,338,175.5
242,5986,24,10371,8738,518,4628.0
243,4615,62,5805,2264,3925,3094.5
244,5208,4,12009,7152,6239,6695.5
245,1985,118,6419,4657,4304,4480.5
246,1909,108,12008,4653,2101,3377.0
247,3413,177,6361,10654,10369,10511.5
248,3413,123,6759,7186,7647,7416.5
249,6023,2,866,11290,9502,10396.0
250,2750,204,12280,13538,8319,10928.5
251,13611,75,6981,9395,8441,8918.0
252,10769,2,12176,2696,7064,4880.0
253,4290,75,10222,7582,5086,6334.0
254,11810,108,697,12664,7042,9853.0
255,2830,59,13853,14134,5007,9570.5
256,2742,9,1056,11794,13060,12427.0
257,14102,75,1332,8268,13489,10878.5
258,5429,7,12304,1531,12219,6875.0
259,13127,101,3517,8686,11513,10099.5
260,14086,82,4681,9386,11530,10458.0
261,4828,116,4828,1,23,12.0
262,9162,75,6981,315,845,580.0
263,13977,105,8491,9647,13882,11764.5
264,13163,204,9816,12412,7071,9741.5
265,4396,75,9223,2673,7022,4847.5
266,1612,4,303,8649,6571,7610.0
267,3600,75,5913,6799,793,3796.0
268,12908,148,5245,7963,13019,10491.0
269,6283,4,11047,2266,10639,6452.5
270,6283,75,3031,6096,7409,6752.5
271,5197,184,3542,2377,11347,6862.0
272,12264,125,12527,12152,14207,13179.5
273,8658,188,8082,13910,12612,13261.0
274,5137,191,4188,9800,9994,9897.0
275,4244,80,2827,7350,11249,9299.5
276,9695,13,12161,5096,1591,3343.5
277,5888,111,12277,1555,1662,1608.5
278,8787,10,12901,3970,6689,5329.5
279,8753,59,3464,13155,11903,12529.0
280,8753,59,9404,11340,5305,8322.5
281,8753,59,12390,14267,10051,12159.0
282,3229,145,4994,11174,10798,10986.0
283,3229,113,5453,2492,2330,2411.0
284,410,58,14037,1339,6056,3697.5
285,10691,79,9995,3191,7184,5187.5
286,12604,58,14037,8324,12317,10320.5
287,8857,179,12812,6400,2820,4610.0
288,8857,179,10918,9661,8108,8884.5
289,2127,108,14125,603,1,302.0
290,3735,86,13059,5115,6260,5687.5
291,1990,117,11382,7021,5137,6079.0
292,1990,117,4258,13194,10606,11900.0
293,1990,117,7926,12195,11625,11910.0
294,10880,123,12955,7443,4335,5889.0
295,10880,123,5237,447,488,467.5
296,13863,176,2537,10216,12521,11368.5
297,2044,17,13105,5637,333,2985.0
298,8438,105,3195,13745,1824,7784.5
299,10934,82,3146,5097,1642,3369.5
300,2465,111,9702,6504,10009,8256.5
301,9812,94,8323,2873,7335,5104.0
302,8425,2,5029,3257,8687,5972.0
303,8425,82,12078,5781,8803,7292.0
304,10490,126,11345,1989,719,1354.0
305,6378,109,5478,4121,3640,3880.5
306,161,86,5706,7904,10044,8974.0
307,1104,60,348,8574,13355,10964.5
308,1305,30,8593,9829,6799,8314.0
309,1305,22,11571,1090,196,643.0
310,12881,108,5624,9812,2831,6321.5
311,316,60,10222,10178,14001,12089.5
312,2786,123,2296,6809,8351,7580.0
313,10606,4,2557,8374,11801,10087.5
314,10631,123,2414,734,6879,3806.5
315,10219,123,3268,2276,5869,4072.5
316,4008,168,5419,136,99,117.5
317,2413,204,1382,10197,7641,8919.0
318,547,111,12956,1445,1895,1670.0
319,8205,200,3464,9391,5500,7445.5
320,11729,129,11685,7455,7860,7657.5
321,3067,80,12335,9988,6908,8448.0
322,7421,173,2089,11260,13527,12393.5
323,7288,224,342,2759,4550,3654.5
324,4437,126,11345,1122,2764,1943.0
325,11159,108,6949,8768,4150,6459.0
326,11159,108,13365,7953,10794,9373.5
327,11159,108,10899,12061,11119,11590.0
328,11159,80,6996,6207,6830,6518.5
329,11600,202,12356,6890,6471,6680.5
330,1571,17,7544,11048,13070,12059.0
331,8181,215,12997,7965,6236,7100.5
332,9779,85,11979,11757,6180,8968.5
333,8226,176,8577,128,549,338.5
334,2589,186,4994,4877,6271,5574.0
335,6836,101,14304,4843,5485,5164.0
336,13279,82,3136,1493,987,1240.0
337,12527,108,11573,7004,7495,7249.5
338,1404,118,2327,6925,1295,4110.0
339,1404,118,6044,5829,7367,6598.0
340,1404,216,9959,5575,13420,9497.5
341,1404,216,12827,4432,12339,8385.5
342,3965,75,1063,7129,9229,8179.0
343,10482,80,61,1957,273,1115.0
344,8423,126,10729,9291,13397,11344.0
345,5696,183,8619,10563,14082,12322.5
346,10270,4,743,12060,10011,11035.5
347,5184,189,13396,1530,12759,7144.5
348,7874,186,4994,1887,1074,1480.5
349,4124,233,11013,12616,9090,10853.0
350,10754,216,7619,859,7914,4386.5
351,10754,216,11732,3983,8968,6475.5
352,7614,46,8884,13564,13864,13714.0
353,10580,193,9501,1599,7093,4346.0
354,10924,126,10729,11333,12753,12043.0
355,6803,216,1929,13377,13009,13193.0
356,8695,28,7517,10277,13239,11758.0
357,2080,59,9948,13416,12869,13142.5
358,2080,59,533,9346,13631,11488.5
359,5903,125,1963,6367,4639,5503.0
360,12405,114,4994,12449,10390,11419.5
361,381,186,4994,1414,3264,2339.0
362,319,9,14073,6778,3985,5381.5
363,11784,75,2414,1029,2568,1798.5
364,4846,196,12256,13151,436,6793.5
365,7917,31,6573,3090,4596,3843.0
366,10471,225,1221,9791,7814,8802.5
367,7643,82,333,11350,3662,7506.0
368,11012,59,9816,7726,11591,9658.5
369,13210,75,11898,9282,7201,8241.5
370,12274,161,9077,13214,10197,11705.5
371,11284,58,14037,8558,10677,9617.5
372,7663,105,11707,8302,6820,7561.0
373,7663,105,4916,6282,7143,6712.5
374,11509,186,3056,1118,5224,3171.0
375,8539,76,3417,4397,14104,9250.5
376,6973,82,5868,14258,11399,12828.5
377,14366,86,1516,1312,945,1128.5
378,4638,80,11991,1926,2939,2432.5
379,5030,126,11345,9352,9934,9643.0
380,10192,53,2786,7095,1810,4452.5
381,9175,2,5604,514,5085,2799.5
382,13867,111,13234,3680,3073,3376.5
383,565,82,587,5252,12668,8960.0
384,2788,117,12576,7304,5481,6392.5
385,2788,117,9715,8355,7604,7979.5
386,2788,117,9245,137,1469,803.0
387,4416,82,12386,14382,14024,14203.0
388,1075,4,12677,7487,2642,5064.5
389,4762,30,1903,6030,7845,6937.5
390,3048,230,10502,2910,8311,5610.5
391,12991,30,2716,7100,5837,6468.5
392,13395,97,1383,13484,13065,13274.5
393,3702,194,1259,8789,6617,7703.0
394,3702,59,2475,12695,14152,13423.5
395,3702,59,2212,10969,13813,12391.0
396,8157,2,2223,8294,10244,9269.0
397,11344,148,4810,6072,12167,9119.5
398,5099,186,4994,11213,9339,10276.0
399,14463,58,14037,2744,5750,4247.0
400,9836,136,1061,5304,9628,7466.0
401,9836,105,7603,7598,1132,4365.0
402,305,102,284,3627,649,2138.0
403,2432,31,8662,1102,1648,1375.0
404,12897,56,5511,1693,7358,4525.5
405,2754,2,2913,11993,11860,11926.5
406,5468,125,9183,13123,12939,13031.0
407,10860,186,4994,9679,6396,8037.5
408,10537,80,13057,6660,5020,5840.0
409,8407,125,1544,11161,4383,7772.0
410,9860,7,551,1050,8428,4739.0
411,12535,1,5805,11785,13475,12630.0
412,11567,114,3056,10327,9591,9959.0
413,5716,148,5245,6477,9284,7880.5
414,4043,108,9400,6173,7717,6945.0
415,2903,124,9673,14060,11193,12626.5
416,8186,52,12363,362,3697,2029.5
417,8949,115,8284,9575,12993,11284.0
418,225,9,31,10384,9886,10135.0
419,13331,42,438,13406,14457,13931.5
420,9845,75,1943,4125,6994,5559.5
421,10278,125,12091,2871,4635,3753.0
422,3642,125,6778,12630,11701,12165.5
423,10714,2,5604,11441,13959,12700.0
424,5905,17,13705,14022,13825,13923.5
425,7776,4,13964,1923,9295,5609.0
426,11566,58,14037,3211,6588,4899.5
427,12809,125,12395,8983,6285,7634.0
428,12279,75,5696,8890,10155,9522.5
429,8680,187,13665,10625,13751,12188.0
430,7960,125,6420,9154,5921,7537.5
431,9631,205,7709,13740,8016,10878.0
432,9631,205,732,14004,2895,8449.5
433,5556,75,823,6789,2242,4515.5
434,5892,15,2993,4420,6301,5360.5
435,1788,58,14037,8650,11943,10296.5
436,8947,82,5956,5255,2801,4028.0
437,3325,109,2258,9939,5193,7566.0
438,6078,22,1289,6137,7610,6873.5
439,10773,59,10091,10137,10643,10390.0
440,8146,125,12469,11426,6855,9140.5
441,7929,132,5817,9789,6603,8196.0
442,4417,171,7544,1840,5822,3831.0
443,5382,76,1463,4761,5123,4942.0
444,7104,215,3076,11024,8794,9909.0
445,2486,75,2029,4170,3278,3724.0
446,7958,2,5604,12964,13854,13409.0
447,408,186,4994,2439,719,1579.0
448,11482,123,8834,9809,7421,8615.0
449,11482,123,1,10269,4896,7582.5
450,9163,145,9022,14445,13632,14038.5
451,2157,148,5245,8445,13935,11190.0
452,2598,125,6471,11921,14064,12992.5
453,9396,35,6765,4974,2339,3656.5
454,6380,59,7362,8595,5158,6876.5
455,12325,125,7397,7475,8139,7807.0
456,10347,31,7683,7160,874,4017.0
457,4206,19,10042,14382,14388,14385.0
458,6710,30,116,10190,13894,12042.0
459,13531,80,677,9118,8291,8704.5
460,4945,125,1948,3653,8191,5922.0
461,13069,4,912,7633,8261,7947.0
462,13069,75,1499,11747,9148,10447.5
463,8000,197,9940,8107,1707,4907.0
464,11320,59,3046,962,12275,6618.5
465,6732,108,13696,6040,3314,4677.0
466,9326,96,8794,11889,12633,12261.0
467,1093,10,9778,10763,12304,11533.5
468,107,4,11871,8810,8550,8680.0
469,6154,81,7544,12662,3659,8160.5
470,8183,113,5985,14074,8435,11254.5
471,11683,205,2506,1530,12891,7210.5
472,6863,80,5111,6086,10914,8500.0
473,3574,17,7544,12630,10971,11800.5
474,8803,218,9887,3135,5985,4560.0
475,2597,2,937,5201,5687,5444.0
476,9230,108,1653,13601,7944,10772.5
477,9230,108,3857,14176,12101,13138.5
478,6784,30,348,5014,10940,7977.0
479,8112,224,3122,10646,8445,9545.5
480,13366,82,13726,5602,6502,6052.0
481,203,114,3056,5739,2417,4078.0
482,8248,127,7544,8451,14046,11248.5
483,5263,4,8811,7190,8115,7652.5
484,5263,75,4994,8289,9271,8780.0
485,95,111,7797,4990,1739,3364.5
486,9173,105,9432,8833,14380,11606.5
487,7879,30,3143,10483,4411,7447.0
488,10189,186,4994,9380,5186,7283.0
489,6629,75,8662,609,2769,1689.0
490,1114,209,7045,8354,8722,8538.0
491,6468,111,13234,7172,5496,6334.0
492,4374,60,12689,6003,5536,5769.5
493,579,186,1111,12250,10702,11476.0
494,8741,148,5245,6224,11150,8687.0
495,8741,22,881,11540,6267,8903.5
496,7224,75,2029,8542,5788,7165.0
497,11273,179,5632,5168,7027,6097.5
498,6886,135,3776,8659,3503,6081.0
499,12085,119,348,5405,1043,3224.0
500,78,120,13974,8937,13698,11317.5
501,1590,148,5245,2971,10197,6584.0
502,14310,82,9469,1264,5150,3207.0
503,11616,2,8083,10252,10183,10217.5
504,13772,111,10184,6749,4215,5482.0
505,3912,171,7544,2066,4210,3138.0
506,638,82,11441,4051,1999,3025.0
507,7951,111,12956,3278,2827,3052.5
508,3972,108,12401,4560,1088,2824.0
509,1272,88,9540,1005,7471,4238.0
510,12062,51,2978,13927,10399,12163.0
511,3151,114,10222,13674,12725,13199.5
512,10310,186,4994,10179,3990,7084.5
513,13604,125,12881,12123,4584,8353.5
514,9330,125,13502,7008,603,3805.5
515,12642,39,11190,2532,1322,1927.0
516,5946,123,216,208,5057,2632.5
517,14479,128,1940,9987,4430,7208.5
518,11742,9,1437,12834,8563,10698.5
519,7802,39,6763,5373,3138,4255.5
520,7332,2,5604,4338,12329,8333.5
521,13661,2,5029,8255,11807,10031.0
522,13689,92,300,2945,8266,5605.5
523,9003,198,6858,8083,2454,5268.5
524,4324,186,4994,7945,7273,7609.0
525,8965,176,12935,5525,1886,3705.5
526,4582,75,3031,3321,3702,3511.5
527,9435,58,14037,5263,6832,6047.5
528,5326,75,2414,11992,8829,10410.5
529,1902,82,8572,7419,6674,7046.5
530,2578,125,12527,12288,14268,13278.0
531,7439,31,9799,13362,13879,13620.5
532,11399,148,5245,8212,11970,10091.0
533,1581,2,9702,6778,6470,6624.0
534,3787,75,3056,7291,8226,7758.5
535,644,2,10052,8523,14036,11279.5
536,11160,197,9448,330,1206,768.0
537,11502,75,10154,18,27,22.5
538,4759,59,12656,12820,12444,12632.0
539,1921,59,11985,10196,10917,10556.5
540,12328,111,11276,1051,754,902.5
541,13121,97,8852,7712,5586,6649.0
542,3032,125,7688,6081,1951,4016.0
543,1324,199,1677,8102,13810,10956.0
544,11002,17,7544,8710,10548,9629.0
545,97,234,6765,5589,3089,4339.0
546,6982,149,11513,7064,4775,5919.5
547,4679,88,7169,1572,4156,2864.0
548,5808,88,8602,9552,10851,10201.5
549,13811,211,2788,14201,12957,13579.0
550,3380,148,5245,5915,10442,8178.5
551,8454,30,5292,10825,7665,9245.0
552,4702,148,5245,5834,12620,9227.0
553,8308,9,9407,13047,7307,10177.0
554,6843,197,4684,3559,432,1995.5
555,9832,184,9221,9911,6630,8270.5
556,11817,185,12122,12264,9016,10640.0
557,13150,86,5744,4835,10936,7885.5
558,1544,108,13494,4820,6517,5668.5
559,10484,187,13665,2602,9571,6086.5
560,8484,3,3454,4636,3027,3831.5
561,12034,49,13903,2354,3741,3047.5
562,7584,186,8429,6786,8919,7852.5
563,8392,47,12574,8798,5978,7388.0
564,7685,196,4870,11334,13928,12631.0
565,12401,155,12154,7975,14047,11011.0
566,7239,183,1538,9309,9933,9621.0
567,2377,196,4870,9247,13671,11459.0
568,13213,62,322,7433,12117,9775.0
569,9386,131,4994,13032,7029,10030.5
570,10662,176,8080,854,324,589.0
571,9957,75,9065,13984,13164,13574.0
572,7915,82,10368,10655,13268,11961.5
573,9963,31,173,9102,7616,8359.0
574,5887,23,13397,12224,7451,9837.5
575,587,122,1943,805,1095,950.0
576,544,88,1469,8430,6060,7245.0
577,13096,125,5069,1625,8328,4976.5
578,4450,4,4016,6734,2277,4505.5
579,5845,81,7544,9182,2948,6065.0
580,6229,58,14037,4724,1707,3215.5
581,9456,75,9851,8919,13607,11263.0
582,2923,22,12689,4189,8619,6404.0
583,7865,155,889,11509,13492,12500.5
584,501,110,10575,454,5825,3139.5
585,501,110,13383,683,6569,3626.0
586,6296,58,14037,9375,10126,9750.5
587,8644,129,8710,4104,2498,3301.0
588,11900,2,1114,11940,13382,12661.0
589,5167,75,4617,6359,6147,6253.0
590,12105,149,11240,12981,10037,11509.0
591,2990,166,9101,2238,10339,6288.5
592,338,31,5066,13991,7226,10608.5
593,10464,125,11868,4119,876,2497.5
594,4241,110,1184,13145,9417,11281.0
595,8688,118,13162,11401,14321,12861.0
596,6358,85,4615,681,2709,1695.0
597,11432,75,5913,4038,1385,2711.5
598,11432,75,268,13875,14085,13980.0
599,883,59,11364,5246,7865,6555.5
600,7728,126,11345,5347,10332,7839.5
601,14246,166,3964,6944,10476,8710.0
602,13999,17,7544,1148,9398,5273.0
603,3771,79,9995,1019,3091,2055.0
604,7666,75,3031,5329,2685,4007.0
605,1543,114,4994,3188,3199,3193.5
606,1563,186,11576,3258,1071,2164.5
607,1563,30,4695,438,3864,2151.0
608,13179,150,6765,1690,5314,3502.0
609,4192,125,5916,8963,12251,10607.0
610,10842,2,11621,2337,1682,2009.5
611,5580,58,14037,4398,9243,6820.5
612,7726,82,9469,11268,10195,10731.5
613,5102,75,2414,5706,3000,4353.0
614,5443,82,12479,5684,6448,6066.0
615,8200,124,6665,10813,12467,11640.0
616,4252,124,10679,10343,11429,10886.0
617,493,125,1804,14412,13950,14181.0
618,14537,75,11898,14162,14078,14120.0
619,14537,75,2414,11773,5533,8653.0
620,827,82,7680,1272,2328,1800.0
621,12347,125,7736,10843,9754,10298.5
622,10248,75,11898,5155,4154,4654.5
623,10371,125,12089,11002,6275,8638.5
624,6811,35,6765,12870,5907,9388.5
625,5328,47,8297,1688,4587,3137.5
626,8654,96,1133,10540,11967,11253.5
627,8654,80,12733,3447,11969,7708.0
628,8179,143,2825,2784,4014,3399.0
629,9268,125,9307,7125,1137,4131.0
630,111,10,12546,3582,3347,3464.5
631,10659,58,14037,10025,12059,11042.0
632,2378,132,6302,7227,3561,5394.0
633,14362,111,9702,13140,12173,12656.5
634,10440,108,4233,6758,4683,5720.5
635,13286,177,4100,4207,8408,6307.5
636,7084,162,2719,12624,9949,11286.5
637,7084,162,10014,10689,1018,5853.5
638,7084,162,12400,12283,4369,8326.0
639,13834,125,6317,2329,3822,3075.5
640,4423,126,11345,7786,9455,8620.5
641,651,114,3056,4474,2618,3546.0
642,5262,186,4994,9978,10048,10013.0
643,7979,111,7797,10256,2151,6203.5
644,13320,234,6765,5246,1822,3534.0
645,1045,108,3080,8092,9669,8880.5
646,1201,173,6495,14420,14520,14470.0
647,14208,186,4994,3443,2963,3203.0
648,5610,4,12009,7015,6215,6615.0
649,5141,35,6765,4532,2274,3403.0
650,13106,81,7544,13594,10963,12278.5
651,12857,4,12677,5556,685,3120.5
652,9808,176,1306,10578,10996,10787.0
653,9482,125,3804,9671,2211,5941.0
654,444,82,8115,7963,5676,6819.5
655,7923,75,1063,9759,13139,11449.0
656,8429,31,13283,4521,6798,5659.5
657,2250,233,2077,7436,13032,10234.0
658,334,125,8787,7429,12321,9875.0
659,199,75,12872,10679,10586,10632.5
660,10222,85,586,12817,6931,9874.0
661,6455,126,11345,2824,2713,2768.5
662,8262,111,11276,893,401,647.0
663,8840,59,3651,9038,5307,7172.5
664,10611,75,4994,11609,12686,12147.5
665,6374,179,4438,11387,13594,12490.5
666,13257,58,14037,2280,3098,2689.0
667,7642,7,2276,8824,1879,5351.5
668,8499,188,8082,6933,6332,6632.5
669,12531,75,1063,9665,12102,10883.5
670,8652,7,4319,10909,314,5611.5
671,10175,60,7359,3612,2256,2934.0
672,10175,75,2414,9059,10505,9782.0
673,7142,82,2783,9132,9736,9434.0
