,h,r,t,head-batch,tail-batch,ranks
81,9450,39,9842,44,217,130.5
82,12907,2,2913,231,2,116.5
83,1906,125,12527,566,16,291.0
84,2826,82,11163,273,455,364.0
85,4025,2,13357,37,1,19.0
86,1993,179,4352,37,16,26.5
87,4106,59,5068,2,234,118.0
88,1822,186,3056,517,2,259.5
89,1822,50,4021,16,79,47.5
90,1983,173,5093,4,84,44.0
91,933,201,775,97,5,51.0
92,12948,90,11812,1,281,141.0
93,11228,169,10967,14,20,17.0
94,3829,125,9307,283,53,168.0
95,3829,125,13647,66,10,38.0
96,3568,197,9448,1,1,1.0
97,3568,196,11378,9,1,5.0
98,10650,58,14037,597,1,299.0
99,9553,108,4396,14,18,16.0
100,7127,17,7544,1,1,1.0
101,8021,173,3938,8,3,5.5
102,5193,75,12402,108,3,55.5
103,2873,85,6373,1545,90,817.5
104,7931,202,11148,1,9,5.0
105,2011,182,2011,1,1,1.0
106,14446,186,4994,38,2,20.0
107,11397,159,12838,301,277,289.0
108,9825,38,13398,10,1,5.5
109,2327,125,13647,17,6,11.5
110,4912,214,6765,115,1,58.0
111,5050,164,7544,1,1,1.0
112,8352,55,10192,204,14,109.0
113,4951,105,10643,11,570,290.5
114,1776,148,5245,23,1,12.0
115,607,97,10815,28,3,15.5
116,12211,186,4994,2,1,1.5
117,13936,84,9206,3,1,2.0
118,13288,109,6991,20,66,43.0
119,13080,111,9702,35,4,19.5
120,3265,186,4994,12,1,6.5
121,1063,230,11118,1,1,1.0
122,9010,118,2539,1,116,58.5
123,2869,91,9078,6,5,5.5
124,2506,145,3056,17,1,9.0
125,3784,82,1492,1667,781,1224.0
126,14097,125,7105,53,15,34.0
127,1418,58,14037,1,1,1.0
128,6130,190,9538,1,1,1.0
129,4221,59,900,12,82,47.0
130,4221,59,9978,43,177,110.0
131,4551,149,7253,1883,2,942.5
132,4217,186,4994,12,1,6.5
133,1503,2,10619,1383,25,704.0
134,7505,61,3399,6,13,9.5
135,1173,125,12154,7,4,5.5
136,628,108,5857,1,3,2.0
137,13843,105,13352,1,5,3.0
138,9657,30,12516,75,19,47.0
139,916,126,11345,305,1,153.0
140,3146,75,10222,4,5,4.5
141,4257,2,5311,6,1,3.5
142,3176,111,13094,322,2,162.0
143,3176,75,9003,112,5,58.5
144,5950,134,12718,2,13,7.5
145,5950,110,4068,2,259,130.5
146,3908,88,8187,134,12,73.0
147,12200,30,12775,1678,410,1044.0
148,10732,123,3366,1,17,9.0
149,10732,123,10854,1,29,15.0
150,12635,101,14304,23,1,12.0
151,3527,188,6441,1123,2,562.5
152,4952,10,7615,2,8,5.0
153,109,108,7804,6,36,21.0
154,109,108,1569,1,23,12.0
155,2398,50,1707,54,36,45.0
156,8152,2,5029,330,16,173.0
157,12104,141,12084,2790,1,1395.5
158,4533,88,7169,66,9,37.5
159,3179,2,11621,21,1,11.0
160,10907,80,4422,1,7,4.0
161,3038,88,1489,160,6,83.0
162,348,31,12771,19,94,56.5
163,733,2,5029,9,1,5.0
164,8858,186,11576,349,2,175.5
165,3017,108,10973,16,277,146.5
166,2270,30,9204,463,41,252.0
167,9008,22,10377,6,3,4.5
168,8365,82,3727,2,2,2.0
169,5036,55,8372,29,1,15.0
170,9949,4,12009,2,1,1.5
171,9174,186,13398,2,1,1.5
172,10909,75,819,1,3,2.0
173,10920,215,3357,9,7,8.0
174,13076,17,13705,113,4,58.5
175,2955,113,5985,170,1,85.5
176,10938,7,9496,877,381,629.0
177,11555,204,9218,24,465,244.5
178,5190,230,11118,2,1,1.5
179,5330,81,137,18,4,11.0
180,1640,39,3378,9,24,16.5
181,10434,21,493,4,5,4.5
182,7358,110,2760,9,641,325.0
183,11941,17,7667,218,2,110.0
184,6806,186,4994,35,1,18.0
185,538,68,9568,6,126,66.0
186,8824,82,4174,428,277,352.5
187,4205,108,11638,20,61,40.5
188,13551,123,3502,5,9,7.0
189,496,125,8182,62,5,33.5
190,5721,35,6765,75,1,38.0
191,12879,87,3406,2,3,2.5
192,13087,88,2288,7,26,16.5
193,9135,234,6765,43,1,22.0
194,9310,60,12217,41,1,21.0
195,12154,108,10566,27,131,79.0
196,7425,228,13023,889,414,651.5
197,10044,1,8100,24,15,19.5
198,12049,2,5029,98,1,49.5
199,854,82,2118,128,323,225.5
200,1103,2,3967,12,1,6.5
201,8874,22,3364,20,32,26.0
202,1294,80,6374,1,1,1.0
203,14413,81,7544,753,1,377.0
204,1001,6,4612,76,1,38.5
205,12132,111,7797,130,1,65.5
206,11492,125,12881,6,5,5.5
207,4513,199,10434,11,482,246.5
208,4513,199,12337,5,25,15.0
209,13021,60,11326,16,26,21.0
210,2238,108,12376,3,9,6.0
211,394,118,12709,4,151,77.5
212,9284,176,13873,1,2,1.5
213,14046,126,11345,464,1,232.5
214,12366,108,126,2,94,48.0
215,7570,95,8487,5,1,3.0
216,8348,235,11064,16,208,112.0
217,7727,126,11345,1154,1,577.5
218,220,75,14173,5,1,3.0
219,1593,17,9929,651,11,331.0
220,12332,184,6799,12,6,9.0
221,4287,111,2852,2,3,2.5
222,4531,2,5029,108,1,54.5
223,12173,75,3031,5,1,3.0
224,7045,186,9223,31,1,16.0
225,12037,86,6222,111,13,62.0
226,4155,148,4810,1,1,1.0
227,4982,118,12982,19,6,12.5
228,11764,226,268,38,16,27.0
229,3437,111,12277,92,2,47.0
230,1607,2,937,1529,9,769.0
231,8375,22,4695,262,5,133.5
232,8509,4,3776,157,3,80.0
233,9548,58,14037,81,1,41.0
234,6443,88,3589,14,2,8.0
235,9923,69,13717,7,3,5.0
236,1286,75,5753,44,4,24.0
237,3221,10,13976,6,8,7.0
238,3928,2,13357,1,1,1.0
239,8506,81,7544,742,1,371.5
240,7703,17,239,2,7,4.5
241,3848,75,7377,10,1,5.5
242,5986,24,10371,2,56,29.0
243,4615,62,5805,8,1,4.5
244,5208,4,12009,280,12,146.0
245,1985,118,6419,2,80,41.0
246,1909,108,12008,27,508,267.5
247,3413,177,6361,24,1,12.5
248,3413,123,6759,13,4,8.5
249,6023,2,866,65,1,33.0
250,2750,204,12280,11,469,240.0
251,13611,75,6981,7,3,5.0
252,10769,2,12176,4,1,2.5
253,4290,75,10222,27,3,15.0
254,11810,108,697,2,10,6.0
255,2830,59,13853,1,1,1.0
256,2742,9,1056,417,423,420.0
257,14102,75,1332,16,2,9.0
258,5429,7,12304,24,6,15.0
259,13127,101,3517,44,2,23.0
260,14086,82,4681,116,73,94.5
261,4828,116,4828,5,5,5.0
262,9162,75,6981,79,13,46.0
263,13977,105,8491,3,19,11.0
264,13163,204,9816,24,271,147.5
265,4396,75,9223,35,4,19.5
266,1612,4,303,214,3,108.5
267,3600,75,5913,4,4,4.0
268,12908,148,5245,181,1,91.0
269,6283,4,11047,196,1,98.5
270,6283,75,3031,36,5,20.5
271,5197,184,3542,1,4,2.5
272,12264,125,12527,32,1,16.5
273,8658,188,8082,991,2,496.5
274,5137,191,4188,112,20,66.0
275,4244,80,2827,1,1,1.0
276,9695,13,12161,1,2,1.5
277,5888,111,12277,29,8,18.5
278,8787,10,12901,13,175,94.0
279,8753,59,3464,6,571,288.5
280,8753,59,9404,6,16,11.0
281,8753,59,12390,1,3,2.0
282,3229,145,4994,7,1,4.0
283,3229,113,5453,57,3,30.0
284,410,58,14037,882,1,441.5
285,10691,79,9995,46,1,23.5
286,12604,58,14037,84,1,42.5
287,8857,179,12812,1,1,1.0
288,8857,179,10918,3,19,11.0
289,2127,108,14125,4,250,127.0
290,3735,86,13059,415,32,223.5
291,1990,117,11382,1,19,10.0
292,1990,117,4258,1,15,8.0
293,1990,117,7926,1,405,203.0
294,10880,123,12955,1,1,1.0
295,10880,123,5237,5,99,52.0
296,13863,176,2537,1,5,3.0
297,2044,17,13105,100,17,58.5
298,8438,105,3195,1,97,49.0
299,10934,82,3146,872,146,509.0
300,2465,111,9702,161,4,82.5
301,9812,94,8323,29,6,17.5
302,8425,2,5029,3,1,2.0
303,8425,82,12078,49,34,41.5
304,10490,126,11345,737,1,369.0
305,6378,109,5478,10,25,17.5
306,161,86,5706,24,20,22.0
307,1104,60,348,238,1,119.5
308,1305,30,8593,323,55,189.0
309,1305,22,11571,111,12,61.5
310,12881,108,5624,1,3,2.0
311,316,60,10222,32,18,25.0
312,2786,123,2296,10,105,57.5
313,10606,4,2557,23,5,14.0
314,10631,123,2414,7,2,4.5
315,10219,123,3268,9,33,21.0
316,4008,168,5419,1,955,478.0
317,2413,204,1382,6,600,303.0
318,547,111,12956,35,1,18.0
319,8205,200,3464,1,2,1.5
320,11729,129,11685,2,1,1.5
321,3067,80,12335,3,1,2.0
322,7421,173,2089,90,3,46.5
323,7288,224,342,112,331,221.5
324,4437,126,11345,856,1,428.5
325,11159,108,6949,18,158,88.0
326,11159,108,13365,1,16,8.5
327,11159,108,10899,9,49,29.0
328,11159,80,6996,1,1,1.0
329,11600,202,12356,2,5,3.5
330,1571,17,7544,10,1,5.5
331,8181,215,12997,3,6,4.5
332,9779,85,11979,108,205,156.5
333,8226,176,8577,1,1,1.0
334,2589,186,4994,51,1,26.0
335,6836,101,14304,53,1,27.0
336,13279,82,3136,556,484,520.0
337,12527,108,11573,3,17,10.0
338,1404,118,2327,5,4,4.5
339,1404,118,6044,2,11,6.5
340,1404,216,9959,4,1,2.5
341,1404,216,12827,1,1,1.0
342,3965,75,1063,3,1,2.0
343,10482,80,61,1,2,1.5
344,8423,126,10729,3797,1,1899.0
345,5696,183,8619,73,1,37.0
346,10270,4,743,195,2,98.5
347,5184,189,13396,32,56,44.0
348,7874,186,4994,44,1,22.5
349,4124,233,11013,7,1,4.0
350,10754,216,7619,2,32,17.0
351,10754,216,11732,5,77,41.0
352,7614,46,8884,1,4,2.5
353,10580,193,9501,2,1,1.5
354,10924,126,10729,384,1,192.5
355,6803,216,1929,2,12,7.0
356,8695,28,7517,237,287,262.0
357,2080,59,9948,53,332,192.5
358,2080,59,533,12,16,14.0
359,5903,125,1963,152,12,82.0
360,12405,114,4994,249,1,125.0
361,381,186,4994,40,1,20.5
362,319,9,14073,23,26,24.5
363,11784,75,2414,2,1,1.5
364,4846,196,12256,1181,2794,1987.5
365,7917,31,6573,10,14,12.0
366,10471,225,1221,30,2,16.0
367,7643,82,333,46,27,36.5
368,11012,59,9816,19,2,10.5
369,13210,75,11898,1,1,1.0
370,12274,161,9077,1,1,1.0
371,11284,58,14037,57,1,29.0
372,7663,105,11707,1,39,20.0
373,7663,105,4916,3,122,62.5
374,11509,186,3056,546,3,274.5
375,8539,76,3417,37,1,19.0
376,6973,82,5868,41,57,49.0
377,14366,86,1516,380,19,199.5
378,4638,80,11991,3,1,2.0
379,5030,126,11345,677,1,339.0
380,10192,53,2786,3,5,4.0
381,9175,2,5604,40,1,20.5
382,13867,111,13234,71,1,36.0
383,565,82,587,398,228,313.0
384,2788,117,12576,1,22,11.5
385,2788,117,9715,1,22,11.5
386,2788,117,9245,1,55,28.0
387,4416,82,12386,249,394,321.5
388,1075,4,12677,100,4,52.0
389,4762,30,1903,1710,49,879.5
390,3048,230,10502,134,4,69.0
391,12991,30,2716,994,44,519.0
392,13395,97,1383,193,1,97.0
393,3702,194,1259,3,29,16.0
394,3702,59,2475,3,44,23.5
395,3702,59,2212,13,170,91.5
396,8157,2,2223,1,1,1.0
397,11344,148,4810,1643,2,822.5
398,5099,186,4994,10,1,5.5
399,14463,58,14037,1231,1,616.0
400,9836,136,1061,3,14,8.5
401,9836,105,7603,4,313,158.5
402,305,102,284,642,143,392.5
403,2432,31,8662,2,7,4.5
404,12897,56,5511,4,74,39.0
405,2754,2,2913,304,1,152.5
406,5468,125,9183,85,1,43.0
407,10860,186,4994,404,12,208.0
408,10537,80,13057,1,1,1.0
409,8407,125,1544,8,2,5.0
410,9860,7,551,11,13,12.0
411,12535,1,5805,332,2,167.0
412,11567,114,3056,5,1,3.0
413,5716,148,5245,15,1,8.0
414,4043,108,9400,17,114,65.5
415,2903,124,9673,161,792,476.5
416,8186,52,12363,122,4,63.0
417,8949,115,8284,1875,81,978.0
418,225,9,31,10,8,9.0
419,13331,42,438,40,1,20.5
420,9845,75,1943,6,1,3.5
421,10278,125,12091,19,1,10.0
422,3642,125,6778,113,7,60.0
423,10714,2,5604,790,2,396.0
424,5905,17,13705,15,1,8.0
425,7776,4,13964,3,7,5.0
426,11566,58,14037,4066,1,2033.5
427,12809,125,12395,8,1,4.5
428,12279,75,5696,15,12,13.5
429,8680,187,13665,194,1,97.5
430,7960,125,6420,43,12,27.5
431,9631,205,7709,2,45,23.5
432,9631,205,732,1,55,28.0
433,5556,75,823,15,4,9.5
434,5892,15,2993,1,1,1.0
435,1788,58,14037,1084,1,542.5
436,8947,82,5956,2,2,2.0
437,3325,109,2258,69,34,51.5
438,6078,22,1289,873,197,535.0
439,10773,59,10091,23,18,20.5
440,8146,125,12469,21,9,15.0
441,7929,132,5817,5,2,3.5
442,4417,171,7544,3,1,2.0
443,5382,76,1463,2,10,6.0
444,7104,215,3076,4,3,3.5
445,2486,75,2029,14,2,8.0
446,7958,2,5604,424,2,213.0
447,408,186,4994,80,1,40.5
448,11482,123,8834,1,9,5.0
449,11482,123,1,1,32,16.5
450,9163,145,9022,31,51,41.0
451,2157,148,5245,58,1,29.5
452,2598,125,6471,34,13,23.5
453,9396,35,6765,200,1,100.5
454,6380,59,7362,67,285,176.0
455,12325,125,7397,99,15,57.0
456,10347,31,7683,5,23,14.0
457,4206,19,10042,5,3,4.0
458,6710,30,116,2607,44,1325.5
459,13531,80,677,1,1,1.0
460,4945,125,1948,94,16,55.0
461,13069,4,912,476,10,243.0
462,13069,75,1499,1,6,3.5
463,8000,197,9940,3878,11,1944.5
464,11320,59,3046,123,802,462.5
465,6732,108,13696,3,14,8.5
466,9326,96,8794,1,1,1.0
467,1093,10,9778,1,1,1.0
468,107,4,11871,10,1,5.5
469,6154,81,7544,879,1,440.0
470,8183,113,5985,143,1,72.0
471,11683,205,2506,4,1,2.5
472,6863,80,5111,4,5,4.5
473,3574,17,7544,19,1,10.0
474,8803,218,9887,539,6,272.5
475,2597,2,937,22,2,12.0
476,9230,108,1653,17,331,174.0
477,9230,108,3857,49,303,176.0
478,6784,30,348,399,1,200.0
479,8112,224,3122,3,542,272.5
480,13366,82,13726,3193,6728,4960.5
481,203,114,3056,9,1,5.0
482,8248,127,7544,1195,1,598.0
483,5263,4,8811,93,4,48.5
484,5263,75,4994,155,33,94.0
485,95,111,7797,48,1,24.5
486,9173,105,9432,5,38,21.5
487,7879,30,3143,173,5,89.0
488,10189,186,4994,22,1,11.5
489,6629,75,8662,45,5,25.0
490,1114,209,7045,48,1777,912.5
491,6468,111,13234,68,2,35.0
492,4374,60,12689,710,1,355.5
493,579,186,1111,1,1,1.0
494,8741,148,5245,13,1,7.0
495,8741,22,881,738,168,453.0
496,7224,75,2029,1,1,1.0
497,11273,179,5632,3,3,3.0
498,6886,135,3776,2,1,1.5
499,12085,119,348,1700,2770,2235.0
500,78,120,13974,14,2,8.0
501,1590,148,5245,1,1,1.0
502,14310,82,9469,215,173,194.0
503,11616,2,8083,329,4,166.5
504,13772,111,10184,969,9,489.0
505,3912,171,7544,3,1,2.0
506,638,82,11441,696,813,754.5
507,7951,111,12956,181,2,91.5
508,3972,108,12401,4,68,36.0
509,1272,88,9540,203,5,104.0
510,12062,51,2978,23,1,12.0
511,3151,114,10222,262,2,132.0
512,10310,186,4994,23,1,12.0
513,13604,125,12881,9,12,10.5
514,9330,125,13502,437,40,238.5
515,12642,39,11190,18,791,404.5
516,5946,123,216,3,7,5.0
517,14479,128,1940,2,1,1.5
518,11742,9,1437,385,58,221.5
519,7802,39,6763,134,525,329.5
520,7332,2,5604,10,1,5.5
521,13661,2,5029,42,1,21.5
522,13689,92,300,821,245,533.0
523,9003,198,6858,4,3,3.5
524,4324,186,4994,58,5,31.5
525,8965,176,12935,8,1,4.5
526,4582,75,3031,35,7,21.0
527,9435,58,14037,80,1,40.5
528,5326,75,2414,58,5,31.5
529,1902,82,8572,92,85,88.5
530,2578,125,12527,10,3,6.5
531,7439,31,9799,1,16,8.5
532,11399,148,5245,1278,1,639.5
533,1581,2,9702,21,2,11.5
534,3787,75,3056,29,29,29.0
535,644,2,10052,86,1,43.5
536,11160,197,9448,676,1,338.5
537,11502,75,10154,152,32,92.0
538,4759,59,12656,12,90,51.0
539,1921,59,11985,4,475,239.5
540,12328,111,11276,19,1,10.0
541,13121,97,8852,218,1,109.5
542,3032,125,7688,11,1,6.0
543,1324,199,1677,9,319,164.0
544,11002,17,7544,3,1,2.0
545,97,234,6765,60,1,30.5
546,6982,149,11513,744,600,672.0
547,4679,88,7169,1,1,1.0
548,5808,88,8602,15,9,12.0
549,13811,211,2788,4,1,2.5
550,3380,148,5245,209,1,105.0
551,8454,30,5292,2488,466,1477.0
552,4702,148,5245,488,1,244.5
553,8308,9,9407,13,1,7.0
554,6843,197,4684,1,1,1.0
555,9832,184,9221,8,1,4.5
556,11817,185,12122,55,6,30.5
557,13150,86,5744,44,5,24.5
558,1544,108,13494,1,25,13.0
559,10484,187,13665,240,1,120.5
560,8484,3,3454,4,2,3.0
561,12034,49,13903,28,78,53.0
562,7584,186,8429,3791,500,2145.5
563,8392,47,12574,22,21,21.5
564,7685,196,4870,17,2,9.5
565,12401,155,12154,92,6,49.0
566,7239,183,1538,61,2,31.5
567,2377,196,4870,2,1,1.5
568,13213,62,322,319,3,161.0
569,9386,131,4994,7,1,4.0
570,10662,176,8080,1,1,1.0
571,9957,75,9065,60,15,37.5
572,7915,82,10368,956,1261,1108.5
573,9963,31,173,12,360,186.0
574,5887,23,13397,1,1,1.0
575,587,122,1943,816,5,410.5
576,544,88,1469,36,6,21.0
577,13096,125,5069,185,2,93.5
578,4450,4,4016,60,4,32.0
579,5845,81,7544,583,1,292.0
580,6229,58,14037,3717,1,1859.0
581,9456,75,9851,33,4,18.5
582,2923,22,12689,143,5,74.0
583,7865,155,889,149,73,111.0
584,501,110,10575,7,988,497.5
585,501,110,13383,43,3541,1792.0
586,6296,58,14037,87,1,44.0
587,8644,129,8710,25,3,14.0
588,11900,2,1114,520,9,264.5
589,5167,75,4617,4,1,2.5
590,12105,149,11240,5098,1507,3302.5
591,2990,166,9101,1,99,50.0
592,338,31,5066,1,7,4.0
593,10464,125,11868,7,1,4.0
594,4241,110,1184,1,682,341.5
595,8688,118,13162,39,37,38.0
596,6358,85,4615,15,52,33.5
597,11432,75,5913,51,8,29.5
598,11432,75,268,50,8,29.0
599,883,59,11364,5,110,57.5
600,7728,126,11345,67,1,34.0
601,14246,166,3964,4,229,116.5
602,13999,17,7544,1,1,1.0
603,3771,79,9995,75,1,38.0
604,7666,75,3031,4,3,3.5
605,1543,114,4994,299,1,150.0
606,1563,186,11576,442,26,234.0
607,1563,30,4695,743,37,390.0
608,13179,150,6765,8,1,4.5
609,4192,125,5916,87,2,44.5
610,10842,2,11621,1172,9,590.5
611,5580,58,14037,7135,1,3568.0
612,7726,82,9469,720,774,747.0
613,5102,75,2414,2,1,1.5
614,5443,82,12479,42,33,37.5
615,8200,124,6665,93,872,482.5
616,4252,124,10679,73,20,46.5
617,493,125,1804,34,6,20.0
618,14537,75,11898,12,2,7.0
619,14537,75,2414,9,1,5.0
620,827,82,7680,7,15,11.0
621,12347,125,7736,104,15,59.5
622,10248,75,11898,1,2,1.5
623,10371,125,12089,163,62,112.5
624,6811,35,6765,111,1,56.0
625,5328,47,8297,17,26,21.5
626,8654,96,1133,1,1,1.0
627,8654,80,12733,1,1,1.0
628,8179,143,2825,20,154,87.0
629,9268,125,9307,503,24,263.5
630,111,10,12546,6,17,11.5
631,10659,58,14037,2360,1,1180.5
632,2378,132,6302,1,1,1.0
633,14362,111,9702,254,6,130.0
634,10440,108,4233,6,17,11.5
635,13286,177,4100,1,1,1.0
636,7084,162,2719,1,607,304.0
637,7084,162,10014,1,185,93.0
638,7084,162,12400,1,10,5.5
639,13834,125,6317,12,7,9.5
640,4423,126,11345,750,1,375.5
641,651,114,3056,38,1,19.5
642,5262,186,4994,3,1,2.0
643,7979,111,7797,104,1,52.5
644,13320,234,6765,1033,1,517.0
645,1045,108,3080,2,8,5.0
646,1201,173,6495,3,1,2.0
647,14208,186,4994,23,1,12.0
648,5610,4,12009,8,1,4.5
649,5141,35,6765,11,1,6.0
650,13106,81,7544,46,1,23.5
651,12857,4,12677,363,17,190.0
652,9808,176,1306,1,1,1.0
653,9482,125,3804,50,6,28.0
654,444,82,8115,6,6,6.0
655,7923,75,1063,104,7,55.5
656,8429,31,13283,6,24,15.0
657,2250,233,2077,301,3,152.0
658,334,125,8787,30,6,18.0
659,199,75,12872,1,1,1.0
660,10222,85,586,10,22,16.0
661,6455,126,11345,391,1,196.0
662,8262,111,11276,502,1,251.5
663,8840,59,3651,205,173,189.0
664,10611,75,4994,24,45,34.5
665,6374,179,4438,1,136,68.5
666,13257,58,14037,649,1,325.0
667,7642,7,2276,25,4,14.5
668,8499,188,8082,45,1,23.0
669,12531,75,1063,18,1,9.5
670,8652,7,4319,3,2,2.5
671,10175,60,7359,317,663,490.0
672,10175,75,2414,2,3,2.5
673,7142,82,2783,41,3,22.0
674,2659,9,13806,802,380,591.0
675,4994,31,154,113,190,151.5
676,4994,31,3204,99,462,280.5
677,4994,174,8537,1,19,10.0
678,8035,50,4326,45,28,36.5
679,9921,148,5245,2,1,1.5
680,6587,173,10064,66,201,133.5
681,10426,10,13659,24,32,28.0
682,5310,118,7766,1,118,59.5
683,5310,118,1350,1,25,13.0
684,8251,75,7377,190,8,99.0
685,7458,123,14173,1,5,3.0
686,7458,123,8429,1,1,1.0
687,14482,2,12176,1098,7,552.5
688,10928,6,4612,444,1,222.5
689,12103,2,937,48,1,24.5
690,10294,212,3826,7,1,4.0
691,12573,110,9296,1,13,7.0
692,2031,2,7363,132,1,66.5
693,13339,125,7086,3,4,3.5
694,9257,39,169,5,14,9.5
695,5211,38,4994,200,3,101.5
696,8298,10,10181,15,493,254.0
697,1693,215,12504,4,4,4.0
698,1221,128,10471,1,18,9.5
699,12361,126,11345,749,1,375.0
700,4487,111,13094,66,3,34.5
701,3668,42,8712,1,1,1.0
702,3241,9,10965,2,1,1.5
703,6747,179,1007,44,726,385.0
704,12119,82,13193,1036,712,874.0
705,4908,108,12306,8,89,48.5
706,8668,59,10363,14,84,49.0
707,10849,179,6937,19,333,176.0
708,3606,17,7667,77,1,39.0
709,1509,59,11059,2,2,2.0
710,1734,125,1926,11,5,8.0
711,7680,35,6765,26,1,13.5
712,7680,187,10864,146,1,73.5
713,1011,2,10052,944,12,478.0
714,12644,2,9751,35,1,18.0
715,1668,42,999,43,2,22.5
716,4459,145,268,15,3,9.0
717,14212,22,348,267,2,134.5
718,8891,190,5067,1,1,1.0
719,8891,190,3593,3,3,3.0
720,7153,193,9501,5,1,3.0
721,2050,108,2901,5,12,8.5
722,2050,108,11632,10,82,46.0
723,2050,80,370,3,1,2.0
724,2944,58,14037,552,1,276.5
725,10407,2,10052,46,1,23.5
726,11260,148,5245,15,1,8.0
727,3349,125,3762,58,2,30.0
728,1669,2,10086,84,1,42.5
729,7195,170,11048,1,625,313.0
730,5602,179,1970,1,1,1.0
731,2982,231,6439,1,121,61.0
732,7624,42,7692,49,1,25.0
733,13612,72,7686,15,7,11.0
734,8098,199,7573,1,26,13.5
735,3108,179,8841,26,275,150.5
736,5943,0,9617,25,1,13.0
737,2781,82,6431,634,674,654.0
738,11517,2,9751,51,1,26.0
739,6280,82,4489,727,679,703.0
740,12068,50,5310,36,1,18.5
741,13292,10,4150,1,199,100.0
742,7132,215,5083,11,7,9.0
743,7250,183,13809,83,1,42.0
744,11386,75,10060,17,10,13.5
745,13865,88,4669,41,33,37.0
746,7385,52,11661,1003,2,502.5
747,1472,111,5835,50,1,25.5
748,10881,75,1943,9,2,5.5
749,8040,12,11769,297,12,154.5
750,11747,85,10820,97,286,191.5
751,11576,31,4695,2,2,2.0
752,3091,186,4994,31,1,16.0
753,8017,126,10729,122,1,61.5
754,13980,170,2785,1,32,16.5
755,8799,123,12402,15,5,10.0
756,4909,19,14017,342,44,193.0
757,8604,82,14411,187,280,233.5
758,269,88,8761,478,28,253.0
759,11245,88,5120,95,1,48.0
760,1735,2,5029,3,1,2.0
761,3533,22,24,383,14,198.5
762,9314,59,14016,9,9,9.0
763,14148,193,8923,781,3,392.0
764,1438,155,2168,5,6,5.5
765,1048,54,4397,109,1,55.0
766,1981,22,6521,17,2,9.5
767,9681,59,12109,1,135,68.0
768,1620,2,10052,14,1,7.5
769,664,199,8179,1,113,57.0
770,10895,125,7661,121,7,64.0
771,12528,173,151,3,10,6.5
772,684,204,9959,73,341,207.0
773,5895,186,4994,24,1,12.5
774,2452,126,11345,11,1,6.0
775,5095,135,3776,2,1,1.5
776,5630,154,5438,1961,1450,1705.5
