,h,r,t,head-batch,tail-batch,ranks
176,10938,7,9496,297,680,488.5
177,11555,204,9218,5,293,149.0
178,5190,230,11118,1,1,1.0
179,5330,81,137,13,3,8.0
180,1640,39,3378,34,335,184.5
181,10434,21,493,1,2,1.5
182,7358,110,2760,12,611,311.5
183,11941,17,7667,283,4,143.5
184,6806,186,4994,298,1,149.5
185,538,68,9568,3,208,105.5
186,8824,82,4174,517,382,449.5
187,4205,108,11638,25,96,60.5
188,13551,123,3502,19,21,20.0
189,496,125,8182,62,4,33.0
190,5721,35,6765,7,1,4.0
191,12879,87,3406,2,1,1.5
192,13087,88,2288,16,28,22.0
193,9135,234,6765,43,1,22.0
194,9310,60,12217,381,11,196.0
195,12154,108,10566,18,120,69.0
196,7425,228,13023,797,788,792.5
197,10044,1,8100,37,3,20.0
198,12049,2,5029,389,1,195.0
199,854,82,2118,68,516,292.0
200,1103,2,3967,3,1,2.0
201,8874,22,3364,13,73,43.0
202,1294,80,6374,1,1,1.0
203,14413,81,7544,1475,1,738.0
204,1001,6,4612,45,1,23.0
205,12132,111,7797,110,1,55.5
206,11492,125,12881,1,1,1.0
207,4513,199,10434,6,320,163.0
208,4513,199,12337,3,28,15.5
209,13021,60,11326,12,165,88.5
210,2238,108,12376,3,9,6.0
211,394,118,12709,3,167,85.0
212,9284,176,13873,1,4,2.5
213,14046,126,11345,417,1,209.0
214,12366,108,126,2,50,26.0
215,7570,95,8487,4,4,4.0
216,8348,235,11064,1,391,196.0
217,7727,126,11345,1088,1,544.5
218,220,75,14173,23,5,14.0
219,1593,17,9929,351,9,180.0
220,12332,184,6799,12,5,8.5
221,4287,111,2852,4,1,2.5
222,4531,2,5029,48,1,24.5
223,12173,75,3031,5,2,3.5
224,7045,186,9223,20,1,10.5
225,12037,86,6222,48,26,37.0
226,4155,148,4810,3,1,2.0
227,4982,118,12982,15,19,17.0
228,11764,226,268,466,10,238.0
229,3437,111,12277,42,1,21.5
230,1607,2,937,784,1,392.5
231,8375,22,4695,491,1,246.0
232,8509,4,3776,332,2,167.0
233,9548,58,14037,177,1,89.0
234,6443,88,3589,21,7,14.0
235,9923,69,13717,11,2,6.5
236,1286,75,5753,25,4,14.5
237,3221,10,13976,17,6,11.5
238,3928,2,13357,2,1,1.5
239,8506,81,7544,1685,1,843.0
240,7703,17,239,12,4,8.0
241,3848,75,7377,2,3,2.5
242,5986,24,10371,2,78,40.0
243,4615,62,5805,52,1,26.5
244,5208,4,12009,277,7,142.0
245,1985,118,6419,2,327,164.5
246,1909,108,12008,14,389,201.5
247,3413,177,6361,1,1,1.0
248,3413,123,6759,4,2,3.0
249,6023,2,866,87,1,44.0
250,2750,204,12280,4,246,125.0
251,13611,75,6981,23,9,16.0
252,10769,2,12176,21,1,11.0
253,4290,75,10222,12,2,7.0
254,11810,108,697,1,45,23.0
255,2830,59,13853,1,1,1.0
256,2742,9,1056,544,179,361.5
257,14102,75,1332,26,4,15.0
258,5429,7,12304,17,9,13.0
259,13127,101,3517,17,3,10.0
260,14086,82,4681,26,45,35.5
261,4828,116,4828,1,1,1.0
262,9162,75,6981,82,14,48.0
263,13977,105,8491,1,20,10.5
264,13163,204,9816,7,139,73.0
265,4396,75,9223,57,13,35.0
266,1612,4,303,91,1,46.0
267,3600,75,5913,4,1,2.5
268,12908,148,5245,384,1,192.5
269,6283,4,11047,139,4,71.5
270,6283,75,3031,31,5,18.0
271,5197,184,3542,3,5,4.0
272,12264,125,12527,87,1,44.0
273,8658,188,8082,1054,2,528.0
274,5137,191,4188,302,9,155.5
275,4244,80,2827,1,1,1.0
276,9695,13,12161,1,1,1.0
277,5888,111,12277,115,9,62.0
278,8787,10,12901,12,252,132.0
279,8753,59,3464,13,567,290.0
280,8753,59,9404,4,9,6.5
281,8753,59,12390,1,4,2.5
282,3229,145,4994,16,1,8.5
283,3229,113,5453,125,6,65.5
284,410,58,14037,7955,1,3978.0
285,10691,79,9995,13,1,7.0
286,12604,58,14037,85,1,43.0
287,8857,179,12812,1,1,1.0
288,8857,179,10918,1,3,2.0
289,2127,108,14125,5,223,114.0
290,3735,86,13059,1069,152,610.5
291,1990,117,11382,1,24,12.5
292,1990,117,4258,1,20,10.5
293,1990,117,7926,1,4224,2112.5
294,10880,123,12955,1,1,1.0
295,10880,123,5237,2,63,32.5
296,13863,176,2537,1,7,4.0
297,2044,17,13105,104,4,54.0
298,8438,105,3195,4,154,79.0
299,10934,82,3146,62,46,54.0
300,2465,111,9702,275,1,138.0
301,9812,94,8323,8,2,5.0
302,8425,2,5029,1,1,1.0
303,8425,82,12078,8,7,7.5
304,10490,126,11345,395,2,198.5
305,6378,109,5478,1,1,1.0
306,161,86,5706,1638,170,904.0
307,1104,60,348,637,2,319.5
308,1305,30,8593,927,154,540.5
309,1305,22,11571,110,4,57.0
310,12881,108,5624,1,2,1.5
311,316,60,10222,22,7,14.5
312,2786,123,2296,7,118,62.5
313,10606,4,2557,11,10,10.5
314,10631,123,2414,1,1,1.0
315,10219,123,3268,6,44,25.0
316,4008,168,5419,1,740,370.5
317,2413,204,1382,8,664,336.0
318,547,111,12956,8,1,4.5
319,8205,200,3464,1,1,1.0
320,11729,129,11685,3,1,2.0
321,3067,80,12335,1,1,1.0
322,7421,173,2089,262,8,135.0
323,7288,224,342,1391,2156,1773.5
324,4437,126,11345,764,1,382.5
325,11159,108,6949,4,51,27.5
326,11159,108,13365,1,15,8.0
327,11159,108,10899,4,125,64.5
328,11159,80,6996,1,1,1.0
329,11600,202,12356,6,10,8.0
330,1571,17,7544,45,1,23.0
331,8181,215,12997,3,5,4.0
332,9779,85,11979,58,207,132.5
333,8226,176,8577,1,1,1.0
334,2589,186,4994,265,1,133.0
335,6836,101,14304,9,1,5.0
336,13279,82,3136,192,348,270.0
337,12527,108,11573,10,33,21.5
338,1404,118,2327,1,4,2.5
339,1404,118,6044,2,71,36.5
340,1404,216,9959,4,3,3.5
341,1404,216,12827,1,2,1.5
342,3965,75,1063,6,4,5.0
343,10482,80,61,1,2,1.5
344,8423,126,10729,3410,2,1706.0
345,5696,183,8619,13,1,7.0
346,10270,4,743,62,1,31.5
347,5184,189,13396,35,149,92.0
348,7874,186,4994,1026,1,513.5
349,4124,233,11013,10,1,5.5
350,10754,216,7619,1,7,4.0
351,10754,216,11732,10,96,53.0
352,7614,46,8884,1,3,2.0
353,10580,193,9501,3,1,2.0
354,10924,126,10729,519,1,260.0
355,6803,216,1929,4,17,10.5
356,8695,28,7517,235,196,215.5
357,2080,59,9948,82,432,257.0
358,2080,59,533,23,48,35.5
359,5903,125,1963,343,3,173.0
360,12405,114,4994,411,1,206.0
361,381,186,4994,97,1,49.0
362,319,9,14073,212,185,198.5
363,11784,75,2414,4,2,3.0
364,4846,196,12256,228,6,117.0
365,7917,31,6573,8,5,6.5
366,10471,225,1221,107,2,54.5
367,7643,82,333,491,751,621.0
368,11012,59,9816,16,5,10.5
369,13210,75,11898,1,1,1.0
370,12274,161,9077,1,1,1.0
371,11284,58,14037,595,1,298.0
372,7663,105,11707,1,102,51.5
373,7663,105,4916,3,180,91.5
374,11509,186,3056,1305,2,653.5
375,8539,76,3417,98,1,49.5
376,6973,82,5868,61,60,60.5
377,14366,86,1516,439,23,231.0
378,4638,80,11991,1,1,1.0
379,5030,126,11345,858,1,429.5
380,10192,53,2786,4,6,5.0
381,9175,2,5604,54,1,27.5
382,13867,111,13234,177,4,90.5
383,565,82,587,440,260,350.0
384,2788,117,12576,1,20,10.5
385,2788,117,9715,1,39,20.0
386,2788,117,9245,1,66,33.5
387,4416,82,12386,19,139,79.0
388,1075,4,12677,73,1,37.0
389,4762,30,1903,2847,86,1466.5
390,3048,230,10502,84,5,44.5
391,12991,30,2716,2163,185,1174.0
392,13395,97,1383,73,1,37.0
393,3702,194,1259,9,76,42.5
394,3702,59,2475,3,9,6.0
395,3702,59,2212,11,146,78.5
396,8157,2,2223,1,1,1.0
397,11344,148,4810,1376,3,689.5
398,5099,186,4994,10,1,5.5
399,14463,58,14037,1027,1,514.0
400,9836,136,1061,1,6,3.5
401,9836,105,7603,4,176,90.0
402,305,102,284,838,872,855.0
403,2432,31,8662,2,13,7.5
404,12897,56,5511,37,158,97.5
405,2754,2,2913,319,1,160.0
406,5468,125,9183,108,3,55.5
407,10860,186,4994,14,1,7.5
408,10537,80,13057,1,1,1.0
409,8407,125,1544,6,2,4.0
410,9860,7,551,7,7,7.0
411,12535,1,5805,411,3,207.0
412,11567,114,3056,5,1,3.0
413,5716,148,5245,43,1,22.0
414,4043,108,9400,13,67,40.0
415,2903,124,9673,89,741,415.0
416,8186,52,12363,54,5,29.5
417,8949,115,8284,6055,1320,3687.5
418,225,9,31,14,2,8.0
419,13331,42,438,2,1,1.5
420,9845,75,1943,5,3,4.0
421,10278,125,12091,16,1,8.5
422,3642,125,6778,353,5,179.0
423,10714,2,5604,508,1,254.5
424,5905,17,13705,41,1,21.0
425,7776,4,13964,1,2,1.5
426,11566,58,14037,2594,1,1297.5
427,12809,125,12395,5,1,3.0
428,12279,75,5696,47,18,32.5
429,8680,187,13665,226,1,113.5
430,7960,125,6420,33,4,18.5
431,9631,205,7709,2,17,9.5
432,9631,205,732,1,27,14.0
433,5556,75,823,16,3,9.5
434,5892,15,2993,1,1,1.0
435,1788,58,14037,624,1,312.5
436,8947,82,5956,1,2,1.5
437,3325,109,2258,13,61,37.0
438,6078,22,1289,3208,164,1686.0
439,10773,59,10091,58,117,87.5
440,8146,125,12469,30,8,19.0
441,7929,132,5817,12,5,8.5
442,4417,171,7544,5,1,3.0
443,5382,76,1463,2,12,7.0
444,7104,215,3076,4,2,3.0
445,2486,75,2029,21,3,12.0
446,7958,2,5604,374,2,188.0
447,408,186,4994,930,1,465.5
448,11482,123,8834,2,23,12.5
449,11482,123,1,1,31,16.0
450,9163,145,9022,31,50,40.5
451,2157,148,5245,360,1,180.5
452,2598,125,6471,47,24,35.5
453,9396,35,6765,270,1,135.5
454,6380,59,7362,86,331,208.5
455,12325,125,7397,23,3,13.0
456,10347,31,7683,7,24,15.5
457,4206,19,10042,13,2,7.5
458,6710,30,116,3400,90,1745.0
459,13531,80,677,1,1,1.0
460,4945,125,1948,55,13,34.0
461,13069,4,912,443,5,224.0
462,13069,75,1499,5,1,3.0
463,8000,197,9940,14175,7,7091.0
464,11320,59,3046,25,331,178.0
465,6732,108,13696,8,25,16.5
466,9326,96,8794,1,1,1.0
467,1093,10,9778,1,2,1.5
468,107,4,11871,18,3,10.5
469,6154,81,7544,356,1,178.5
470,8183,113,5985,2,1,1.5
471,11683,205,2506,1,1,1.0
472,6863,80,5111,2,1,1.5
473,3574,17,7544,48,1,24.5
474,8803,218,9887,388,4,196.0
475,2597,2,937,4,1,2.5
476,9230,108,1653,9,302,155.5
477,9230,108,3857,39,548,293.5
478,6784,30,348,1561,1,781.0
479,8112,224,3122,2,501,251.5
480,13366,82,13726,2089,267,1178.0
481,203,114,3056,8,1,4.5
482,8248,127,7544,1748,1,874.5
483,5263,4,8811,685,30,357.5
484,5263,75,4994,76,1,38.5
485,95,111,7797,6,1,3.5
486,9173,105,9432,9,105,57.0
487,7879,30,3143,1423,73,748.0
488,10189,186,4994,5,1,3.0
489,6629,75,8662,62,6,34.0
490,1114,209,7045,2,1584,793.0
491,6468,111,13234,75,2,38.5
492,4374,60,12689,677,2,339.5
493,579,186,1111,36,1,18.5
494,8741,148,5245,5,1,3.0
495,8741,22,881,1050,571,810.5
496,7224,75,2029,1,1,1.0
497,11273,179,5632,3,3,3.0
498,6886,135,3776,1,1,1.0
499,12085,119,348,604,4,304.0
500,78,120,13974,2,1,1.5
501,1590,148,5245,1,1,1.0
502,14310,82,9469,785,694,739.5
503,11616,2,8083,465,6,235.5
504,13772,111,10184,963,9,486.0
505,3912,171,7544,2,1,1.5
506,638,82,11441,428,905,666.5
507,7951,111,12956,155,3,79.0
508,3972,108,12401,1,17,9.0
509,1272,88,9540,271,7,139.0
510,12062,51,2978,15,1,8.0
511,3151,114,10222,252,1,126.5
512,10310,186,4994,432,1,216.5
513,13604,125,12881,10,3,6.5
514,9330,125,13502,517,60,288.5
515,12642,39,11190,44,2037,1040.5
516,5946,123,216,7,14,10.5
517,14479,128,1940,1,2,1.5
518,11742,9,1437,476,42,259.0
519,7802,39,6763,203,675,439.0
520,7332,2,5604,8,1,4.5
521,13661,2,5029,13,1,7.0
522,13689,92,300,7850,208,4029.0
523,9003,198,6858,2,1,1.5
524,4324,186,4994,244,1,122.5
525,8965,176,12935,2,1,1.5
526,4582,75,3031,38,9,23.5
527,9435,58,14037,33,1,17.0
528,5326,75,2414,47,3,25.0
529,1902,82,8572,64,15,39.5
530,2578,125,12527,2,1,1.5
531,7439,31,9799,1,11,6.0
532,11399,148,5245,8501,3,4252.0
533,1581,2,9702,59,26,42.5
534,3787,75,3056,27,3,15.0
535,644,2,10052,1143,1,572.0
536,11160,197,9448,398,2,200.0
537,11502,75,10154,53,27,40.0
538,4759,59,12656,7,51,29.0
539,1921,59,11985,1,337,169.0
540,12328,111,11276,7,1,4.0
541,13121,97,8852,83,1,42.0
542,3032,125,7688,10,1,5.5
543,1324,199,1677,23,580,301.5
544,11002,17,7544,7,1,4.0
545,97,234,6765,93,1,47.0
546,6982,149,11513,1131,1495,1313.0
547,4679,88,7169,1,1,1.0
548,5808,88,8602,30,11,20.5
549,13811,211,2788,4,2,3.0
550,3380,148,5245,245,1,123.0
551,8454,30,5292,948,324,636.0
552,4702,148,5245,92,2,47.0
553,8308,9,9407,483,4,243.5
554,6843,197,4684,1,1,1.0
555,9832,184,9221,8,1,4.5
556,11817,185,12122,57,14,35.5
557,13150,86,5744,11,1,6.0
558,1544,108,13494,2,11,6.5
559,10484,187,13665,259,1,130.0
560,8484,3,3454,1,1,1.0
561,12034,49,13903,16,47,31.5
562,7584,186,8429,5555,2,2778.5
563,8392,47,12574,19,67,43.0
564,7685,196,4870,6,3,4.5
565,12401,155,12154,154,10,82.0
566,7239,183,1538,97,4,50.5
567,2377,196,4870,2,1,1.5
568,13213,62,322,442,8,225.0
569,9386,131,4994,32,1,16.5
570,10662,176,8080,1,1,1.0
571,9957,75,9065,45,13,29.0
572,7915,82,10368,1344,1588,1466.0
573,9963,31,173,18,391,204.5
574,5887,23,13397,1,1,1.0
575,587,122,1943,1124,12,568.0
576,544,88,1469,33,17,25.0
577,13096,125,5069,277,1,139.0
578,4450,4,4016,201,5,103.0
579,5845,81,7544,1287,1,644.0
580,6229,58,14037,518,1,259.5
581,9456,75,9851,23,4,13.5
582,2923,22,12689,20,3,11.5
583,7865,155,889,49,51,50.0
584,501,110,10575,6,1539,772.5
585,501,110,13383,10,2752,1381.0
586,6296,58,14037,74,1,37.5
587,8644,129,8710,30,2,16.0
588,11900,2,1114,1345,3,674.0
589,5167,75,4617,37,5,21.0
590,12105,149,11240,3583,618,2100.5
591,2990,166,9101,7,152,79.5
592,338,31,5066,1,10,5.5
593,10464,125,11868,2,1,1.5
594,4241,110,1184,1,483,242.0
595,8688,118,13162,41,158,99.5
596,6358,85,4615,31,161,96.0
597,11432,75,5913,66,4,35.0
598,11432,75,268,55,4,29.5
599,883,59,11364,2,153,77.5
600,7728,126,11345,27,1,14.0
601,14246,166,3964,1,244,122.5
602,13999,17,7544,2,1,1.5
603,3771,79,9995,32,2,17.0
604,7666,75,3031,5,4,4.5
605,1543,114,4994,150,1,75.5
606,1563,186,11576,386,7,196.5
607,1563,30,4695,402,2,202.0
608,13179,150,6765,4,1,2.5
609,4192,125,5916,66,2,34.0
610,10842,2,11621,1318,6,662.0
611,5580,58,14037,8462,1,4231.5
612,7726,82,9469,1063,1762,1412.5
613,5102,75,2414,2,1,1.5
614,5443,82,12479,98,258,178.0
615,8200,124,6665,196,1130,663.0
616,4252,124,10679,250,79,164.5
617,493,125,1804,36,11,23.5
618,14537,75,11898,14,4,9.0
619,14537,75,2414,11,3,7.0
620,827,82,7680,3,3,3.0
621,12347,125,7736,175,7,91.0
622,10248,75,11898,1,2,1.5
623,10371,125,12089,96,65,80.5
624,6811,35,6765,23,1,12.0
625,5328,47,8297,10,32,21.0
626,8654,96,1133,1,1,1.0
627,8654,80,12733,1,1,1.0
628,8179,143,2825,136,421,278.5
629,9268,125,9307,278,22,150.0
630,111,10,12546,7,12,9.5
631,10659,58,14037,7182,1,3591.5
632,2378,132,6302,1,1,1.0
633,14362,111,9702,710,7,358.5
634,10440,108,4233,3,14,8.5
635,13286,177,4100,2,9,5.5
636,7084,162,2719,1,1006,503.5
637,7084,162,10014,1,129,65.0
638,7084,162,12400,1,22,11.5
639,13834,125,6317,29,16,22.5
640,4423,126,11345,424,1,212.5
641,651,114,3056,51,1,26.0
642,5262,186,4994,9,1,5.0
643,7979,111,7797,39,1,20.0
644,13320,234,6765,1590,1,795.5
645,1045,108,3080,1,1,1.0
646,1201,173,6495,3,3,3.0
647,14208,186,4994,284,1,142.5
648,5610,4,12009,26,1,13.5
649,5141,35,6765,10,1,5.5
650,13106,81,7544,22,1,11.5
651,12857,4,12677,258,4,131.0
652,9808,176,1306,1,1,1.0
653,9482,125,3804,24,2,13.0
654,444,82,8115,8,11,9.5
655,7923,75,1063,94,10,52.0
656,8429,31,13283,1,1037,519.0
657,2250,233,2077,443,2,222.5
658,334,125,8787,78,4,41.0
659,199,75,12872,2,1,1.5
660,10222,85,586,10,154,82.0
661,6455,126,11345,329,1,165.0
662,8262,111,11276,516,4,260.0
663,8840,59,3651,366,78,222.0
664,10611,75,4994,43,1,22.0
665,6374,179,4438,1,76,38.5
666,13257,58,14037,1526,1,763.5
667,7642,7,2276,5,1,3.0
668,8499,188,8082,6,1,3.5
669,12531,75,1063,4,1,2.5
670,8652,7,4319,4,1,2.5
671,10175,60,7359,865,1548,1206.5
672,10175,75,2414,2,6,4.0
673,7142,82,2783,213,317,265.0
674,2659,9,13806,1208,463,835.5
675,4994,31,154,1,87,44.0
676,4994,31,3204,2,7302,3652.0
677,4994,174,8537,1,495,248.0
678,8035,50,4326,77,41,59.0
679,9921,148,5245,27,1,14.0
680,6587,173,10064,11,230,120.5
681,10426,10,13659,168,79,123.5
682,5310,118,7766,1,113,57.0
683,5310,118,1350,1,11,6.0
684,8251,75,7377,163,14,88.5
685,7458,123,14173,3,6,4.5
686,7458,123,8429,1,5,3.0
687,14482,2,12176,1221,5,613.0
688,10928,6,4612,39,1,20.0
689,12103,2,937,17,1,9.0
690,10294,212,3826,2,1,1.5
691,12573,110,9296,1,6,3.5
692,2031,2,7363,121,1,61.0
693,13339,125,7086,7,4,5.5
694,9257,39,169,8,11,9.5
695,5211,38,4994,70,1,35.5
696,8298,10,10181,21,720,370.5
697,1693,215,12504,4,3,3.5
698,1221,128,10471,1,72,36.5
699,12361,126,11345,667,1,334.0
700,4487,111,13094,56,2,29.0
701,3668,42,8712,1,1,1.0
702,3241,9,10965,5,1,3.0
703,6747,179,1007,51,745,398.0
704,12119,82,13193,1313,923,1118.0
705,4908,108,12306,3,34,18.5
706,8668,59,10363,20,59,39.5
707,10849,179,6937,16,610,313.0
708,3606,17,7667,112,1,56.5
709,1509,59,11059,2,1,1.5
710,1734,125,1926,43,8,25.5
711,7680,35,6765,14,1,7.5
712,7680,187,10864,203,1,102.0
713,1011,2,10052,1396,21,708.5
714,12644,2,9751,92,1,46.5
715,1668,42,999,84,8,46.0
716,4459,145,268,11,4,7.5
717,14212,22,348,48,2,25.0
718,8891,190,5067,1,1,1.0
719,8891,190,3593,1,4,2.5
720,7153,193,9501,6,1,3.5
721,2050,108,2901,2,10,6.0
722,2050,108,11632,3,73,38.0
723,2050,80,370,3,1,2.0
724,2944,58,14037,4863,2,2432.5
725,10407,2,10052,18,1,9.5
726,11260,148,5245,11,1,6.0
727,3349,125,3762,50,2,26.0
728,1669,2,10086,79,1,40.0
729,7195,170,11048,1,1381,691.0
730,5602,179,1970,1,1,1.0
731,2982,231,6439,1,8,4.5
732,7624,42,7692,29,1,15.0
733,13612,72,7686,26,10,18.0
734,8098,199,7573,1,22,11.5
735,3108,179,8841,32,502,267.0
736,5943,0,9617,30,2,16.0
737,2781,82,6431,1098,78,588.0
738,11517,2,9751,162,3,82.5
739,6280,82,4489,482,393,437.5
740,12068,50,5310,3,1,2.0
741,13292,10,4150,1,203,102.0
742,7132,215,5083,11,9,10.0
743,7250,183,13809,57,1,29.0
744,11386,75,10060,14,9,11.5
745,13865,88,4669,6,2,4.0
746,7385,52,11661,187,1,94.0
747,1472,111,5835,45,3,24.0
748,10881,75,1943,12,3,7.5
749,8040,12,11769,196,73,134.5
750,11747,85,10820,54,1936,995.0
751,11576,31,4695,2,3,2.5
752,3091,186,4994,254,1,127.5
753,8017,126,10729,141,1,71.0
754,13980,170,2785,1,16,8.5
755,8799,123,12402,7,2,4.5
756,4909,19,14017,724,31,377.5
757,8604,82,14411,44,128,86.0
758,269,88,8761,614,63,338.5
759,11245,88,5120,47,1,24.0
760,1735,2,5029,5,1,3.0
761,3533,22,24,2523,64,1293.5
762,9314,59,14016,13,4,8.5
763,14148,193,8923,1909,26,967.5
764,1438,155,2168,4,3,3.5
765,1048,54,4397,75,1,38.0
766,1981,22,6521,23,2,12.5
767,9681,59,12109,1,84,42.5
768,1620,2,10052,17,1,9.0
769,664,199,8179,3,404,203.5
770,10895,125,7661,122,4,63.0
771,12528,173,151,2,3,2.5
772,684,204,9959,77,496,286.5
773,5895,186,4994,332,1,166.5
