,h,r,t,head-batch,tail-batch,ranks
251,13611,75,6981,24,7,15.5
252,10769,2,12176,5,1,3.0
253,4290,75,10222,18,2,10.0
254,11810,108,697,1,42,21.5
255,2830,59,13853,1,1,1.0
256,2742,9,1056,418,197,307.5
257,14102,75,1332,18,2,10.0
258,5429,7,12304,21,7,14.0
259,13127,101,3517,19,2,10.5
260,14086,82,4681,103,73,88.0
261,4828,116,4828,1,1,1.0
262,9162,75,6981,66,9,37.5
263,13977,105,8491,3,21,12.0
264,13163,204,9816,7,118,62.5
265,4396,75,9223,38,4,21.0
266,1612,4,303,99,1,50.0
267,3600,75,5913,6,1,3.5
268,12908,148,5245,120,1,60.5
269,6283,4,11047,86,2,44.0
270,6283,75,3031,34,9,21.5
271,5197,184,3542,1,4,2.5
272,12264,125,12527,41,1,21.0
273,8658,188,8082,880,1,440.5
274,5137,191,4188,164,12,88.0
275,4244,80,2827,1,1,1.0
276,9695,13,12161,2,1,1.5
277,5888,111,12277,191,10,100.5
278,8787,10,12901,13,174,93.5
279,8753,59,3464,7,404,205.5
280,8753,59,9404,3,3,3.0
281,8753,59,12390,1,5,3.0
282,3229,145,4994,4,1,2.5
283,3229,113,5453,16,3,9.5
284,410,58,14037,9359,1,4680.0
285,10691,79,9995,5,1,3.0
286,12604,58,14037,23,1,12.0
287,8857,179,12812,1,1,1.0
288,8857,179,10918,1,13,7.0
289,2127,108,14125,4,248,126.0
290,3735,86,13059,1157,105,631.0
291,1990,117,11382,1,40,20.5
292,1990,117,4258,1,24,12.5
293,1990,117,7926,1,1160,580.5
294,10880,123,12955,1,1,1.0
295,10880,123,5237,3,83,43.0
296,13863,176,2537,2,6,4.0
297,2044,17,13105,53,5,29.0
298,8438,105,3195,5,138,71.5
299,10934,82,3146,216,58,137.0
300,2465,111,9702,143,2,72.5
301,9812,94,8323,19,6,12.5
302,8425,2,5029,1,1,1.0
303,8425,82,12078,5,12,8.5
304,10490,126,11345,219,2,110.5
305,6378,109,5478,1,1,1.0
306,161,86,5706,55,18,36.5
307,1104,60,348,342,1,171.5
308,1305,30,8593,236,75,155.5
309,1305,22,11571,14,3,8.5
310,12881,108,5624,1,3,2.0
311,316,60,10222,20,16,18.0
312,2786,123,2296,7,92,49.5
313,10606,4,2557,27,10,18.5
314,10631,123,2414,3,5,4.0
315,10219,123,3268,10,40,25.0
316,4008,168,5419,1,660,330.5
317,2413,204,1382,12,625,318.5
318,547,111,12956,34,1,17.5
319,8205,200,3464,1,1,1.0
320,11729,129,11685,2,1,1.5
321,3067,80,12335,3,1,2.0
322,7421,173,2089,139,7,73.0
323,7288,224,342,7364,214,3789.0
324,4437,126,11345,825,1,413.0
325,11159,108,6949,6,129,67.5
326,11159,108,13365,2,22,12.0
327,11159,108,10899,1,26,13.5
328,11159,80,6996,1,1,1.0
329,11600,202,12356,7,6,6.5
330,1571,17,7544,15,1,8.0
331,8181,215,12997,6,5,5.5
332,9779,85,11979,98,430,264.0
333,8226,176,8577,1,1,1.0
334,2589,186,4994,300,1,150.5
335,6836,101,14304,3,1,2.0
336,13279,82,3136,303,423,363.0
337,12527,108,11573,7,27,17.0
338,1404,118,2327,3,9,6.0
339,1404,118,6044,3,10,6.5
340,1404,216,9959,6,2,4.0
341,1404,216,12827,1,2,1.5
342,3965,75,1063,7,3,5.0
343,10482,80,61,1,2,1.5
344,8423,126,10729,3666,1,1833.5
345,5696,183,8619,14,1,7.5
346,10270,4,743,216,1,108.5
347,5184,189,13396,37,73,55.0
348,7874,186,4994,698,1,349.5
349,4124,233,11013,8,1,4.5
350,10754,216,7619,2,7,4.5
351,10754,216,11732,6,66,36.0
352,7614,46,8884,1,4,2.5
353,10580,193,9501,3,1,2.0
354,10924,126,10729,501,1,251.0
355,6803,216,1929,7,44,25.5
356,8695,28,7517,530,162,346.0
357,2080,59,9948,87,517,302.0
358,2080,59,533,20,45,32.5
359,5903,125,1963,148,2,75.0
360,12405,114,4994,374,1,187.5
361,381,186,4994,150,1,75.5
362,319,9,14073,66,17,41.5
363,11784,75,2414,3,2,2.5
364,4846,196,12256,765,1,383.0
365,7917,31,6573,93,15,54.0
366,10471,225,1221,107,2,54.5
367,7643,82,333,81,78,79.5
368,11012,59,9816,24,3,13.5
369,13210,75,11898,1,1,1.0
370,12274,161,9077,1,1,1.0
371,11284,58,14037,74,1,37.5
372,7663,105,11707,1,48,24.5
373,7663,105,4916,3,180,91.5
374,11509,186,3056,1028,2,515.0
375,8539,76,3417,33,1,17.0
376,6973,82,5868,33,44,38.5
377,14366,86,1516,528,22,275.0
378,4638,80,11991,3,1,2.0
379,5030,126,11345,456,1,228.5
380,10192,53,2786,5,6,5.5
381,9175,2,5604,28,1,14.5
382,13867,111,13234,86,3,44.5
383,565,82,587,244,120,182.0
384,2788,117,12576,1,14,7.5
385,2788,117,9715,1,19,10.0
386,2788,117,9245,1,42,21.5
387,4416,82,12386,120,448,284.0
388,1075,4,12677,53,1,27.0
389,4762,30,1903,2611,38,1324.5
390,3048,230,10502,118,4,61.0
391,12991,30,2716,1800,63,931.5
392,13395,97,1383,56,1,28.5
393,3702,194,1259,16,33,24.5
394,3702,59,2475,4,16,10.0
395,3702,59,2212,13,129,71.0
396,8157,2,2223,1,1,1.0
397,11344,148,4810,997,2,499.5
398,5099,186,4994,11,1,6.0
399,14463,58,14037,923,1,462.0
400,9836,136,1061,1,7,4.0
401,9836,105,7603,5,230,117.5
402,305,102,284,534,252,393.0
403,2432,31,8662,2,10,6.0
404,12897,56,5511,2,38,20.0
405,2754,2,2913,412,1,206.5
406,5468,125,9183,116,3,59.5
407,10860,186,4994,42,1,21.5
408,10537,80,13057,1,1,1.0
409,8407,125,1544,5,2,3.5
410,9860,7,551,6,9,7.5
411,12535,1,5805,367,2,184.5
412,11567,114,3056,3,1,2.0
413,5716,148,5245,20,1,10.5
414,4043,108,9400,15,44,29.5
415,2903,124,9673,87,954,520.5
416,8186,52,12363,145,3,74.0
417,8949,115,8284,1149,142,645.5
418,225,9,31,8,2,5.0
419,13331,42,438,11,1,6.0
420,9845,75,1943,4,2,3.0
421,10278,125,12091,19,1,10.0
422,3642,125,6778,154,9,81.5
423,10714,2,5604,1278,2,640.0
424,5905,17,13705,1,1,1.0
425,7776,4,13964,1,1,1.0
426,11566,58,14037,3673,1,1837.0
427,12809,125,12395,8,1,4.5
428,12279,75,5696,18,13,15.5
429,8680,187,13665,197,1,99.0
430,7960,125,6420,117,10,63.5
431,9631,205,7709,2,45,23.5
432,9631,205,732,1,23,12.0
433,5556,75,823,10,2,6.0
434,5892,15,2993,1,1,1.0
435,1788,58,14037,1477,1,739.0
436,8947,82,5956,1,3,2.0
437,3325,109,2258,3795,38,1916.5
438,6078,22,1289,3035,176,1605.5
439,10773,59,10091,36,39,37.5
440,8146,125,12469,31,7,19.0
441,7929,132,5817,9,1,5.0
442,4417,171,7544,3,1,2.0
443,5382,76,1463,1,6,3.5
444,7104,215,3076,5,3,4.0
445,2486,75,2029,14,1,7.5
446,7958,2,5604,336,2,169.0
447,408,186,4994,585,1,293.0
448,11482,123,8834,1,9,5.0
449,11482,123,1,1,32,16.5
450,9163,145,9022,10,24,17.0
451,2157,148,5245,106,1,53.5
452,2598,125,6471,32,19,25.5
453,9396,35,6765,228,1,114.5
454,6380,59,7362,47,184,115.5
455,12325,125,7397,21,3,12.0
456,10347,31,7683,4,23,13.5
457,4206,19,10042,6,2,4.0
458,6710,30,116,2926,49,1487.5
459,13531,80,677,1,1,1.0
460,4945,125,1948,65,13,39.0
461,13069,4,912,231,5,118.0
462,13069,75,1499,4,1,2.5
463,8000,197,9940,14311,3,7157.0
464,11320,59,3046,26,288,157.0
465,6732,108,13696,7,12,9.5
466,9326,96,8794,1,1,1.0
467,1093,10,9778,1,1,1.0
468,107,4,11871,15,1,8.0
469,6154,81,7544,599,1,300.0
470,8183,113,5985,2,1,1.5
471,11683,205,2506,1,1,1.0
472,6863,80,5111,2,2,2.0
473,3574,17,7544,8,1,4.5
474,8803,218,9887,501,9,255.0
475,2597,2,937,6,1,3.5
476,9230,108,1653,11,318,164.5
477,9230,108,3857,32,374,203.0
478,6784,30,348,246,1,123.5
479,8112,224,3122,3,563,283.0
480,13366,82,13726,1219,27,623.0
481,203,114,3056,7,1,4.0
482,8248,127,7544,444,1,222.5
483,5263,4,8811,464,22,243.0
484,5263,75,4994,205,1,103.0
485,95,111,7797,28,3,15.5
486,9173,105,9432,8,85,46.5
487,7879,30,3143,833,40,436.5
488,10189,186,4994,6,1,3.5
489,6629,75,8662,44,4,24.0
490,1114,209,7045,2,657,329.5
491,6468,111,13234,69,2,35.5
492,4374,60,12689,932,2,467.0
493,579,186,1111,2,1,1.5
494,8741,148,5245,3,1,2.0
495,8741,22,881,216,203,209.5
496,7224,75,2029,1,1,1.0
497,11273,179,5632,3,10,6.5
498,6886,135,3776,1,1,1.0
499,12085,119,348,2701,6,1353.5
500,78,120,13974,7,2,4.5
501,1590,148,5245,1,1,1.0
502,14310,82,9469,77,70,73.5
503,11616,2,8083,291,2,146.5
504,13772,111,10184,1050,9,529.5
505,3912,171,7544,3,1,2.0
506,638,82,11441,444,1021,732.5
507,7951,111,12956,125,2,63.5
508,3972,108,12401,3,38,20.5
509,1272,88,9540,299,10,154.5
510,12062,51,2978,5,1,3.0
511,3151,114,10222,147,1,74.0
512,10310,186,4994,102,1,51.5
513,13604,125,12881,5,3,4.0
514,9330,125,13502,810,77,443.5
515,12642,39,11190,21,1532,776.5
516,5946,123,216,7,14,10.5
517,14479,128,1940,2,5,3.5
518,11742,9,1437,228,24,126.0
519,7802,39,6763,113,621,367.0
520,7332,2,5604,9,1,5.0
521,13661,2,5029,8,1,4.5
522,13689,92,300,3317,372,1844.5
523,9003,198,6858,4,3,3.5
524,4324,186,4994,435,1,218.0
525,8965,176,12935,1,1,1.0
526,4582,75,3031,19,6,12.5
527,9435,58,14037,15,1,8.0
528,5326,75,2414,45,3,24.0
529,1902,82,8572,85,39,62.0
530,2578,125,12527,3,1,2.0
531,7439,31,9799,1,17,9.0
532,11399,148,5245,10292,2,5147.0
533,1581,2,9702,72,28,50.0
534,3787,75,3056,25,4,14.5
535,644,2,10052,433,1,217.0
536,11160,197,9448,130,1,65.5
537,11502,75,10154,35,22,28.5
538,4759,59,12656,13,95,54.0
539,1921,59,11985,1,381,191.0
540,12328,111,11276,10,1,5.5
541,13121,97,8852,102,1,51.5
542,3032,125,7688,15,1,8.0
543,1324,199,1677,24,752,388.0
544,11002,17,7544,2,1,1.5
545,97,234,6765,69,1,35.0
546,6982,149,11513,1112,765,938.5
547,4679,88,7169,2,1,1.5
548,5808,88,8602,28,17,22.5
549,13811,211,2788,2,1,1.5
550,3380,148,5245,361,1,181.0
551,8454,30,5292,896,280,588.0
552,4702,148,5245,41,1,21.0
553,8308,9,9407,375,31,203.0
554,6843,197,4684,1,1,1.0
555,9832,184,9221,10,2,6.0
556,11817,185,12122,48,11,29.5
557,13150,86,5744,10,3,6.5
558,1544,108,13494,1,8,4.5
559,10484,187,13665,250,1,125.5
560,8484,3,3454,2,1,1.5
561,12034,49,13903,31,64,47.5
562,7584,186,8429,5406,2,2704.0
563,8392,47,12574,17,32,24.5
564,7685,196,4870,15,3,9.0
565,12401,155,12154,83,6,44.5
566,7239,183,1538,96,3,49.5
567,2377,196,4870,1,1,1.0
568,13213,62,322,418,9,213.5
569,9386,131,4994,14,1,7.5
570,10662,176,8080,1,1,1.0
571,9957,75,9065,61,14,37.5
572,7915,82,10368,1294,1279,1286.5
573,9963,31,173,8,226,117.0
574,5887,23,13397,1,1,1.0
575,587,122,1943,749,6,377.5
576,544,88,1469,20,8,14.0
577,13096,125,5069,130,1,65.5
578,4450,4,4016,113,4,58.5
579,5845,81,7544,1466,1,733.5
580,6229,58,14037,1241,1,621.0
581,9456,75,9851,20,3,11.5
582,2923,22,12689,73,3,38.0
583,7865,155,889,153,61,107.0
584,501,110,10575,9,1927,968.0
585,501,110,13383,17,3538,1777.5
586,6296,58,14037,68,1,34.5
587,8644,129,8710,19,2,10.5
588,11900,2,1114,1368,6,687.0
589,5167,75,4617,19,3,11.0
590,12105,149,11240,4158,431,2294.5
591,2990,166,9101,5,64,34.5
592,338,31,5066,1,3,2.0
593,10464,125,11868,1,1,1.0
594,4241,110,1184,2,457,229.5
595,8688,118,13162,12,19,15.5
596,6358,85,4615,28,121,74.5
597,11432,75,5913,71,8,39.5
598,11432,75,268,53,6,29.5
599,883,59,11364,1,110,55.5
600,7728,126,11345,16,1,8.5
601,14246,166,3964,5,383,194.0
602,13999,17,7544,2,1,1.5
603,3771,79,9995,14,1,7.5
604,7666,75,3031,5,3,4.0
605,1543,114,4994,228,1,114.5
606,1563,186,11576,246,3,124.5
607,1563,30,4695,385,2,193.5
608,13179,150,6765,2,1,1.5
609,4192,125,5916,49,2,25.5
610,10842,2,11621,2243,10,1126.5
611,5580,58,14037,8947,1,4474.0
612,7726,82,9469,660,1341,1000.5
613,5102,75,2414,2,1,1.5
614,5443,82,12479,60,284,172.0
615,8200,124,6665,184,1325,754.5
616,4252,124,10679,189,51,120.0
617,493,125,1804,21,6,13.5
618,14537,75,11898,12,4,8.0
619,14537,75,2414,25,4,14.5
620,827,82,7680,5,13,9.0
621,12347,125,7736,151,9,80.0
622,10248,75,11898,4,2,3.0
623,10371,125,12089,93,59,76.0
624,6811,35,6765,47,1,24.0
625,5328,47,8297,6,14,10.0
626,8654,96,1133,2,1,1.5
627,8654,80,12733,1,1,1.0
628,8179,143,2825,40,200,120.0
629,9268,125,9307,234,25,129.5
630,111,10,12546,7,6,6.5
631,10659,58,14037,5733,1,2867.0
632,2378,132,6302,1,1,1.0
633,14362,111,9702,372,4,188.0
634,10440,108,4233,5,13,9.0
635,13286,177,4100,3,8,5.5
636,7084,162,2719,1,663,332.0
637,7084,162,10014,1,107,54.0
638,7084,162,12400,1,10,5.5
639,13834,125,6317,30,16,23.0
640,4423,126,11345,754,1,377.5
641,651,114,3056,27,1,14.0
642,5262,186,4994,15,1,8.0
643,7979,111,7797,87,1,44.0
644,13320,234,6765,1386,1,693.5
645,1045,108,3080,2,5,3.5
646,1201,173,6495,3,2,2.5
647,14208,186,4994,160,1,80.5
648,5610,4,12009,4,1,2.5
649,5141,35,6765,3,1,2.0
650,13106,81,7544,9,1,5.0
651,12857,4,12677,379,7,193.0
652,9808,176,1306,1,1,1.0
653,9482,125,3804,31,5,18.0
654,444,82,8115,4,8,6.0
655,7923,75,1063,98,14,56.0
656,8429,31,13283,3,2618,1310.5
657,2250,233,2077,196,2,99.0
658,334,125,8787,116,8,62.0
659,199,75,12872,1,1,1.0
660,10222,85,586,1,37,19.0
661,6455,126,11345,352,1,176.5
662,8262,111,11276,396,4,200.0
663,8840,59,3651,13754,116,6935.0
664,10611,75,4994,39,1,20.0
665,6374,179,4438,1,61,31.0
666,13257,58,14037,2057,1,1029.0
667,7642,7,2276,5,1,3.0
668,8499,188,8082,5,1,3.0
669,12531,75,1063,11,2,6.5
670,8652,7,4319,4,2,3.0
671,10175,60,7359,170,983,576.5
672,10175,75,2414,2,3,2.5
673,7142,82,2783,136,195,165.5
674,2659,9,13806,555,127,341.0
675,4994,31,154,1,37,19.0
676,4994,31,3204,7,1601,804.0
677,4994,174,8537,1,300,150.5
678,8035,50,4326,122,32,77.0
679,9921,148,5245,10,1,5.5
680,6587,173,10064,20,172,96.0
681,10426,10,13659,186,160,173.0
682,5310,118,7766,1,91,46.0
683,5310,118,1350,3,30,16.5
684,8251,75,7377,188,18,103.0
685,7458,123,14173,3,8,5.5
686,7458,123,8429,1,1,1.0
687,14482,2,12176,1246,5,625.5
688,10928,6,4612,47,1,24.0
689,12103,2,937,89,1,45.0
690,10294,212,3826,2,1,1.5
691,12573,110,9296,1,3,2.0
692,2031,2,7363,154,1,77.5
693,13339,125,7086,4,4,4.0
694,9257,39,169,2,8,5.0
695,5211,38,4994,67,4,35.5
696,8298,10,10181,19,544,281.5
697,1693,215,12504,5,4,4.5
698,1221,128,10471,2,58,30.0
699,12361,126,11345,744,1,372.5
700,4487,111,13094,32,4,18.0
701,3668,42,8712,1,1,1.0
702,3241,9,10965,2,1,1.5
703,6747,179,1007,50,789,419.5
704,12119,82,13193,1610,1092,1351.0
705,4908,108,12306,5,70,37.5
706,8668,59,10363,20,45,32.5
707,10849,179,6937,19,722,370.5
708,3606,17,7667,77,1,39.0
709,1509,59,11059,2,1,1.5
710,1734,125,1926,36,8,22.0
711,7680,35,6765,6,1,3.5
712,7680,187,10864,525,2,263.5
713,1011,2,10052,2244,23,1133.5
714,12644,2,9751,18,1,9.5
715,1668,42,999,62,2,32.0
716,4459,145,268,10,4,7.0
717,14212,22,348,106,2,54.0
718,8891,190,5067,1,1,1.0
719,8891,190,3593,2,3,2.5
720,7153,193,9501,6,2,4.0
721,2050,108,2901,1,14,7.5
722,2050,108,11632,4,120,62.0
723,2050,80,370,3,1,2.0
724,2944,58,14037,3221,1,1611.0
725,10407,2,10052,74,1,37.5
726,11260,148,5245,3,1,2.0
727,3349,125,3762,36,2,19.0
728,1669,2,10086,195,1,98.0
729,7195,170,11048,1,1333,667.0
730,5602,179,1970,1,1,1.0
731,2982,231,6439,2,26,14.0
732,7624,42,7692,14,1,7.5
733,13612,72,7686,18,6,12.0
734,8098,199,7573,1,18,9.5
735,3108,179,8841,8,81,44.5
736,5943,0,9617,28,2,15.0
737,2781,82,6431,846,82,464.0
738,11517,2,9751,66,2,34.0
739,6280,82,4489,625,432,528.5
740,12068,50,5310,30,1,15.5
741,13292,10,4150,1,521,261.0
742,7132,215,5083,11,7,9.0
743,7250,183,13809,47,1,24.0
744,11386,75,10060,14,7,10.5
745,13865,88,4669,4,3,3.5
746,7385,52,11661,141,1,71.0
747,1472,111,5835,25,2,13.5
748,10881,75,1943,20,3,11.5
749,8040,12,11769,388,133,260.5
750,11747,85,10820,35,5115,2575.0
751,11576,31,4695,2,2,2.0
752,3091,186,4994,121,1,61.0
753,8017,126,10729,184,1,92.5
754,13980,170,2785,1,8,4.5
755,8799,123,12402,13,7,10.0
756,4909,19,14017,417,22,219.5
757,8604,82,14411,205,406,305.5
758,269,88,8761,601,42,321.5
759,11245,88,5120,37,1,19.0
760,1735,2,5029,1,1,1.0
761,3533,22,24,688,30,359.0
762,9314,59,14016,11,15,13.0
763,14148,193,8923,577,11,294.0
764,1438,155,2168,8,3,5.5
765,1048,54,4397,96,1,48.5
766,1981,22,6521,16,2,9.0
767,9681,59,12109,1,46,23.5
768,1620,2,10052,9,1,5.0
769,664,199,8179,1,134,67.5
770,10895,125,7661,69,4,36.5
771,12528,173,151,3,5,4.0
772,684,204,9959,89,687,388.0
773,5895,186,4994,146,1,73.5
774,2452,126,11345,7,1,4.0
