,h,r,t,head-batch,tail-batch,ranks
56,1494,0,94,8,13,10.5
57,198,0,1180,10,274,142.0
58,383,0,1064,1,21,11.0
59,1446,0,1507,45,6,25.5
60,1313,0,1322,63,17,40.0
61,1770,0,62,77,32,54.5
62,1271,0,1757,73,34,53.5
63,1455,0,1660,218,28,123.0
64,772,0,1871,3,37,20.0
65,1150,0,1509,39,52,45.5
66,546,0,1961,19,137,78.0
67,1691,0,333,49,37,43.0
68,1494,0,1805,2,6,4.0
69,1183,0,1716,22,20,21.0
70,388,0,1213,4,24,14.0
71,933,0,944,25,10,17.5
72,1660,0,1825,193,34,113.5
73,1891,0,35,181,146,163.5
74,1399,0,32,44,52,48.0
75,97,0,1141,6,35,20.5
76,1298,0,84,25,16,20.5
77,1068,0,288,157,613,385.0
78,1172,0,1456,61,137,99.0
79,1276,0,1350,34,29,31.5
80,1271,0,1275,103,208,155.5
81,1112,0,1308,13,7,10.0
82,1260,0,1330,14,89,51.5
83,876,0,1336,303,31,167.0
84,68,0,567,1,1,1.0
85,1141,0,1205,13,6,9.5
86,626,0,1479,129,215,172.0
87,683,0,1601,1,3,2.0
88,9,0,1384,1,22,11.5
89,1063,0,1217,1,4,2.5
90,973,0,162,9,159,84.0
91,1476,0,236,119,109,114.0
92,9,0,1066,1,2,1.5
93,1165,0,664,7,3,5.0
94,1246,0,1499,63,250,156.5
95,483,0,1820,75,12,43.5
96,9,0,1473,2,4,3.0
97,877,0,928,3,10,6.5
98,1146,0,73,458,649,553.5
99,561,0,8,3,17,10.0
100,410,0,1531,2,77,39.5
101,9,0,1858,30,37,33.5
102,68,0,1170,1,19,10.0
103,1479,0,1809,2,1,1.5
104,1527,0,149,16,185,100.5
105,1981,0,1216,40,104,72.0
106,607,0,1837,17,29,23.0
107,561,0,1140,23,289,156.0
108,242,0,1221,11,7,9.0
109,1998,0,178,184,10,97.0
110,9,0,1569,105,169,137.0
111,1321,0,1506,19,2,10.5
112,1308,0,1399,4,59,31.5
113,897,0,934,12,17,14.5
114,1264,0,1759,266,222,244.0
115,1072,0,1079,103,70,86.5
116,1273,0,1507,13,10,11.5
117,9,0,1218,7,6,6.5
118,388,0,1467,35,82,58.5
119,1321,0,212,322,127,224.5
120,1324,0,166,356,359,357.5
121,17,0,1103,2,1,1.5
122,1174,0,1448,32,98,65.0
123,1660,0,1791,14,3,8.5
124,1856,0,1988,37,23,30.0
125,1073,0,1269,4,9,6.5
126,561,0,1299,2,9,5.5
127,1302,0,1747,52,107,79.5
128,1669,0,221,2,1,1.5
129,877,0,1282,256,1265,760.5
130,1631,0,1677,10,7,8.5
131,181,0,607,1,8,4.5
132,890,0,190,42,53,47.5
133,877,0,1417,162,70,116.0
134,1631,0,1692,4,5,4.5
135,733,0,352,2,9,5.5
136,1068,0,1858,18,56,37.0
137,1687,0,171,331,4,167.5
138,1063,0,1171,2,4,3.0
139,1242,0,27,108,94,101.0
140,181,0,89,13,66,39.5
141,879,0,474,17,32,24.5
142,293,0,1500,24,234,129.0
143,1146,0,1325,42,21,31.5
144,1446,0,1830,497,256,376.5
145,877,0,101,4,17,10.5
146,1338,0,1389,25,144,84.5
147,1715,0,341,2,14,8.0
148,1726,0,1990,4,1,2.5
149,1261,0,1291,92,377,234.5
150,553,0,1168,6,14,10.0
151,1924,0,1950,30,45,37.5
152,461,0,164,16,77,46.5
153,945,0,524,15,7,11.0
154,877,0,890,2,17,9.5
155,151,0,542,2,4,3.0
156,68,0,1332,10,93,51.5
157,1168,0,1218,8,7,7.5
158,561,0,1731,10,163,86.5
159,1260,0,1369,45,90,67.5
160,1448,0,1473,148,302,225.0
161,1269,0,1469,32,26,29.0
162,1896,0,730,11,17,14.0
163,747,0,491,80,247,163.5
164,1260,0,108,263,237,250.0
165,738,0,392,3,6,4.5
166,68,0,1753,44,344,194.0
167,68,0,1172,2,2,2.0
168,1308,0,1735,1,3,2.0
169,973,0,1533,5,157,81.0
170,1342,0,1730,29,44,36.5
171,1995,0,108,64,2,33.0
172,1063,0,1069,1,258,129.5
173,1489,0,1759,287,107,197.0
174,349,0,439,11,152,81.5
175,553,0,1271,36,50,43.0
176,1303,0,230,2,1,1.5
177,638,0,1809,5,6,5.5
178,1919,0,1942,163,16,89.5
179,1399,0,341,165,118,141.5
180,1073,0,1318,1,24,12.5
181,1125,0,1138,20,32,26.0
182,410,0,1552,2,1,1.5
183,1130,0,1766,121,162,141.5
184,1822,0,1895,48,17,32.5
185,1871,0,46,117,15,66.0
186,1721,0,1856,605,223,414.0
187,1303,0,1335,108,189,148.5
188,1663,0,226,1,2,1.5
189,1068,0,1318,1,39,20.0
190,1205,0,1914,5,72,38.5
191,1494,0,1507,30,6,18.0
192,1278,0,1805,1,27,14.0
193,1082,0,1150,19,13,16.0
194,1477,0,1906,363,74,218.5
195,907,0,1775,285,94,189.5
196,1068,0,1320,7,14,10.5
197,827,0,445,507,372,439.5
198,582,0,94,28,327,177.5
199,946,0,955,56,2,29.0
200,388,0,1132,1,29,15.0
201,439,0,1514,22,32,27.0
202,1184,0,1187,94,106,100.0
203,1810,0,1975,87,20,53.5
204,1633,0,263,346,502,424.0
205,733,0,1481,9,431,220.0
206,1761,0,1775,76,44,60.0
207,1682,0,1736,8,4,6.0
208,929,0,932,31,28,29.5
209,586,0,1571,3,23,13.0
210,1125,0,1172,3,1,2.0
211,306,0,1362,3,22,12.5
212,590,0,618,4,56,30.0
213,1249,0,1327,1,2,1.5
214,1336,0,309,156,184,170.0
215,733,0,1438,3,268,135.5
216,1173,0,1178,78,184,131.0
217,1247,0,65,7,26,16.5
218,1365,0,1514,58,122,90.0
219,1123,0,1224,2,20,11.0
220,1218,0,1667,2,17,9.5
221,957,0,1142,8,4,6.0
222,1111,0,787,21,91,56.0
223,565,0,1257,30,53,41.5
224,1536,0,1859,203,24,113.5
225,1997,0,239,64,22,43.0
226,1308,0,1975,76,326,201.0
227,748,0,309,1154,958,1056.0
228,1829,0,381,286,118,202.0
229,51,0,151,2,15,8.5
230,1202,0,1820,69,87,78.0
231,1570,0,1691,342,139,240.5
232,412,0,170,39,339,189.0
233,1212,0,1660,19,22,20.5
234,461,0,1562,9,246,127.5
235,532,0,1399,23,163,93.0
236,97,0,1276,6,13,9.5
237,1715,0,63,4,14,9.0
238,1328,0,1807,2,2,2.0
239,1250,0,1679,47,15,31.0
240,1581,0,1684,145,20,82.5
241,1242,0,67,161,109,135.0
242,879,0,896,2,29,15.5
243,198,0,1191,4,27,15.5
244,593,0,318,649,1521,1085.0
245,436,0,892,103,117,110.0
246,928,0,940,17,9,13.0
247,1894,0,1895,178,36,107.0
248,62,0,333,34,5,19.5
249,902,0,920,25,25,25.0
250,1898,0,236,114,83,98.5
251,383,0,1494,8,21,14.5
252,586,0,1251,16,397,206.5
253,97,0,999,7,50,28.5
254,1400,0,45,69,108,88.5
255,68,0,1405,1,2,1.5
256,872,0,932,5,14,9.5
257,315,0,1471,16,157,86.5
258,607,0,107,55,119,87.0
259,1295,0,1975,369,343,356.0
260,1168,0,1320,15,18,16.5
261,1722,0,1733,158,53,105.5
262,1202,0,206,102,193,147.5
263,1291,0,1679,79,87,83.0
264,1244,0,1727,2,4,3.0
265,1112,0,1212,34,85,59.5
266,1573,0,1840,874,68,471.0
267,1691,0,24,43,35,39.0
268,417,0,1134,30,8,19.0
269,383,0,1076,5,59,32.0
270,1009,0,1527,305,227,266.0
271,1308,0,1663,11,45,28.0
272,1328,0,212,66,114,90.0
273,1895,0,65,12,3,7.5
274,1063,0,1221,10,15,12.5
275,973,0,1426,2,19,10.5
276,1330,0,1695,126,169,147.5
277,898,0,921,16,30,23.0
278,621,0,220,1128,1353,1240.5
279,973,0,21,1,32,16.5
280,1071,0,1175,1,1,1.0
281,1563,0,1662,39,6,22.5
282,1596,0,1677,5,3,4.0
283,1247,0,45,43,97,70.0
284,1677,0,1711,2,1,1.5
285,40,0,357,105,41,73.0
286,293,0,1762,6,50,28.0
287,1187,0,66,261,231,246.0
288,1308,0,1628,2,17,9.5
289,973,0,1816,231,943,587.0
290,1761,0,236,114,91,102.5
291,1275,0,94,4,20,12.0
292,1909,0,274,97,42,69.5
293,1597,0,1677,16,15,15.5
294,1349,0,1733,243,305,274.0
295,1391,0,1630,97,71,84.0
296,1281,0,1350,61,50,55.5
297,973,0,382,2,5,3.5
298,412,0,1709,21,84,52.5
299,603,0,973,43,508,275.5
300,892,0,101,1,9,5.0
301,1145,0,1990,400,452,426.0
302,1243,0,1730,11,51,31.0
303,1195,0,69,11,12,11.5
304,1756,0,1887,114,46,80.0
305,9,0,1279,5,4,4.5
306,1396,0,1894,2,1,1.5
307,1112,0,1170,52,287,169.5
308,1330,0,31,16,23,19.5
309,1384,0,1387,1,1,1.0
310,181,0,999,1,7,4.0
311,1163,0,1509,5,5,5.0
312,561,0,1494,63,197,130.0
313,1195,0,76,207,359,283.0
314,2,0,198,4,597,300.5
315,607,0,1456,16,26,21.0
316,1065,0,1509,51,39,45.0
317,1358,0,19,32,13,22.5
318,1174,0,1491,104,198,151.0
319,578,0,1349,118,40,79.0
320,1168,0,1799,38,55,46.5
321,1308,0,1986,18,126,72.0
322,1952,0,1954,15,13,14.0
323,498,0,1682,54,174,114.0
324,1119,0,1298,121,448,284.5
325,1281,0,1321,59,45,52.0
326,1330,0,1874,60,74,67.0
327,293,0,85,87,480,283.5
328,1353,0,302,132,213,172.5
329,909,0,1328,22,11,16.5
330,1633,0,1873,357,133,245.0
331,1279,0,1456,13,12,12.5
332,293,0,1299,2,6,4.0
333,390,0,1475,194,692,443.0
334,1448,0,15,370,413,391.5
335,1411,0,1770,143,105,124.0
336,1129,0,1885,183,268,225.5
337,465,0,771,12,400,206.0
338,1102,0,1216,45,23,34.0
339,586,0,183,6,221,113.5
340,1298,0,171,47,52,49.5
341,305,0,643,1,497,249.0
342,269,0,424,39,9,24.0
343,1141,0,1164,45,92,68.5
344,1679,0,1710,7,108,57.5
345,973,0,446,8,198,103.0
346,68,0,1145,2,9,5.5
347,1287,0,1346,49,74,61.5
348,1600,0,1694,824,82,453.0
349,1599,0,303,1087,350,718.5
350,1669,0,178,2,13,7.5
351,1338,0,1342,66,78,72.0
352,928,0,938,36,28,32.0
353,1331,0,52,22,9,15.5
354,1986,0,524,604,151,377.5
355,489,0,1216,5,2,3.5
356,565,0,1075,8,37,22.5
357,1286,0,65,98,240,169.0
358,516,0,1624,26,4,15.0
359,1206,0,94,522,543,532.5
360,181,0,417,1,21,11.0
361,1748,0,232,30,19,24.5
362,1068,0,1138,1,1,1.0
363,1527,0,1944,7,29,18.0
364,1262,0,214,215,18,116.5
365,1464,0,1786,202,166,184.0
366,1063,0,1068,13,78,45.5
367,1073,0,1375,3,61,32.0
368,733,0,1704,1,98,49.5
369,987,0,52,47,50,48.5
370,1090,0,1728,470,299,384.5
371,9,0,251,13,47,30.0
372,1168,0,1691,167,256,211.5
373,1166,0,1214,9,10,9.5
374,9,0,1826,9,15,12.0
375,1915,0,1577,184,632,408.0
376,1150,0,1212,26,20,23.0
377,1455,0,1506,36,2,19.0
378,461,0,1145,36,36,36.0
379,532,0,1997,94,333,213.5
380,783,0,1160,336,893,614.5
381,1073,0,1150,13,18,15.5
382,880,0,1063,61,157,109.0
383,597,0,701,704,148,426.0
384,607,0,1063,16,47,31.5
385,465,0,451,24,153,88.5
386,1079,0,1417,149,85,117.0
387,556,0,1857,28,465,246.5
388,97,0,1130,10,26,18.0
389,1302,0,1762,20,75,47.5
390,1112,0,1250,53,440,246.5
391,631,0,30,139,209,174.0
392,916,0,1572,16,20,18.0
393,1216,0,1791,81,44,62.5
394,973,0,1811,33,294,163.5
395,1559,0,421,22,28,25.0
396,1246,0,1825,314,333,323.5
397,561,0,1971,1,2,1.5
398,1207,0,1354,15,50,32.5
399,305,0,1330,45,455,250.0
400,68,0,909,16,168,92.0
401,896,0,1142,6,24,15.0
402,1183,0,1346,16,3,9.5
403,181,0,1776,16,27,21.5
404,561,0,1754,2,67,34.5
405,259,0,1202,61,4,32.5
406,1175,0,24,543,369,456.0
407,9,0,1494,1,4,2.5
408,1328,0,1808,9,10,9.5
409,1223,0,1724,123,240,181.5
410,694,0,1921,769,366,567.5
411,897,0,940,8,12,10.0
412,1292,0,1296,19,25,22.0
413,1079,0,1138,10,18,14.0
414,407,0,973,317,634,475.5
415,68,0,1329,9,175,92.0
416,1207,0,341,68,104,86.0
417,1332,0,1624,102,32,67.0
418,498,0,1260,26,123,74.5
419,1205,0,1362,48,250,149.0
420,892,0,1852,3,33,18.0
421,1082,0,1212,21,13,17.0
422,1325,0,43,150,382,266.0
423,1690,0,1998,4,13,8.5
424,548,0,1491,148,237,192.5
425,802,0,826,1,1,1.0
426,1726,0,1740,121,102,111.5
427,1308,0,1895,19,45,32.0
428,1153,0,1987,27,431,229.0
429,814,0,842,2,6,4.0
430,1522,0,1725,6,6,6.0
431,1216,0,1979,518,297,407.5
432,1112,0,1153,54,229,141.5
433,1466,0,1822,410,184,297.0
434,565,0,1181,2,105,53.5
435,532,0,1602,53,163,108.0
436,891,0,943,6,5,5.5
437,1071,0,1374,15,49,32.0
438,305,0,652,28,1024,526.0
439,1571,0,1909,40,146,93.0
440,1181,0,1241,32,19,25.5
441,701,0,764,72,508,290.0
442,664,0,313,297,175,236.0
443,1140,0,1456,13,17,15.0
444,1289,0,1766,207,16,111.5
445,561,0,1327,5,24,14.5
446,772,0,1719,4,78,41.0
447,1212,0,1452,6,22,14.0
448,1123,0,1351,1,20,10.5
449,1269,0,1322,2,1,1.5
450,1067,0,1213,4,3,3.5
451,1166,0,1473,16,19,17.5
452,586,0,1628,16,72,44.0
453,733,0,1610,1,174,87.5
454,1068,0,1080,3,14,8.5
455,1556,0,397,13,150,81.5
456,388,0,1351,3,42,22.5
457,282,0,1273,17,13,15.0
458,1140,0,1473,9,13,11.0
459,306,0,1342,1,1,1.0
460,1896,0,833,21,36,28.5
461,1271,0,1660,14,10,12.0
462,1225,0,1276,10,4,7.0
463,1299,0,1989,213,431,322.0
464,1212,0,1278,15,15,15.0
465,1317,0,1369,116,172,144.0
466,973,0,101,4,12,8.0
467,1134,0,47,196,413,304.5
468,1068,0,302,105,137,121.0
469,68,0,1121,1,2,1.5
470,958,0,1859,142,110,126.0
471,1142,0,1755,7,28,17.5
472,1170,0,1172,30,21,25.5
473,561,0,1123,34,301,167.5
474,1815,0,1895,9,5,7.0
475,1993,0,314,419,120,269.5
476,556,0,1799,24,12,18.0
477,299,0,1361,109,299,204.0
478,864,0,973,632,90,361.0
479,1186,0,1371,2,33,17.5
480,621,0,783,1,3,2.0
481,1555,0,1579,8,36,22.0
482,733,0,1989,1,14,7.5
483,1748,0,1983,53,22,37.5
484,1271,0,1825,5,10,7.5
485,1156,0,1205,72,97,84.5
486,1182,0,1371,28,138,83.0
487,1173,0,1330,15,13,14.0
488,973,0,1282,133,1291,712.0
489,388,0,1163,1,13,7.0
490,1571,0,54,97,129,113.0
491,1979,0,361,400,203,301.5
492,1079,0,1470,18,27,22.5
493,1197,0,182,348,168,258.0
494,1202,0,1203,161,512,336.5
495,9,0,461,4,37,20.5
496,1731,0,1777,84,3,43.5
497,465,0,1842,16,433,224.5
498,305,0,1633,34,303,168.5
499,68,0,1509,14,49,31.5
500,875,0,1824,531,491,511.0
501,299,0,1356,66,630,348.0
502,733,0,1982,3,147,75.0
503,582,0,360,22,95,58.5
504,1969,0,1278,64,47,55.5
505,1205,0,1781,2,6,4.0
506,1063,0,1452,6,35,20.5
507,326,0,1687,447,1632,1039.5
508,1954,0,393,12,33,22.5
509,47,0,48,19,10,14.5
510,1819,0,182,202,68,135.0
511,1448,0,34,2,3,2.5
512,1330,0,1602,62,90,76.0
513,1324,0,1971,11,15,13.0
514,531,0,1225,124,481,302.5
515,896,0,898,11,39,25.0
516,574,0,1559,6,10,8.0
517,931,0,193,26,16,21.0
518,290,0,345,360,3,181.5
519,315,0,1279,24,50,37.0
520,1249,0,62,7,12,9.5
521,489,0,1490,4,2,3.0
522,733,0,446,4,197,100.5
523,552,0,1347,394,962,678.0
524,892,0,1730,251,492,371.5
525,607,0,1822,328,296,312.0
526,1875,0,144,35,20,27.5
527,68,0,999,1,3,2.0
528,1079,0,1490,16,12,14.0
529,892,0,903,5,12,8.5
530,1163,0,290,290,156,223.0
531,1186,0,1571,121,214,167.5
532,329,0,1117,5,3,4.0
533,553,0,1213,9,17,13.0
534,9,0,1080,1,3,2.0
535,388,0,1330,85,357,221.0
536,1134,0,1148,11,551,281.0
537,1175,0,1219,44,1,22.5
538,383,0,489,3,9,6.0
539,1206,0,25,16,116,66.0
540,349,0,1480,12,5,8.5
541,1273,0,165,159,204,181.5
542,553,0,1063,11,19,15.0
543,294,0,301,4,1,2.5
544,1410,0,1745,265,245,255.0
545,1767,0,236,13,1,7.0
546,1150,0,1163,39,323,181.0
547,561,0,342,9,111,60.0
548,877,0,925,4,17,10.5
549,1349,0,1738,94,186,140.0
550,9,0,1062,2,5,3.5
551,546,0,1920,1,4,2.5
552,1269,0,214,52,17,34.5
553,1279,0,1818,417,298,357.5
554,74,0,245,10,7,8.5
555,772,0,1463,13,882,447.5
556,1324,0,1687,2,13,7.5
557,901,0,476,16,77,46.5
558,1679,0,1999,5,15,10.0
559,1244,0,1914,182,207,194.5
560,1347,0,1954,487,48,267.5
561,1357,0,42,48,91,69.5
562,598,0,1105,7,96,51.5
563,1000,0,1176,8,24,16.0
564,582,0,43,2,159,80.5
565,198,0,1142,9,27,18.0
566,388,0,1724,331,597,464.0
567,68,0,1966,127,233,180.0
568,1246,0,1897,62,72,67.0
569,1324,0,1672,6,47,26.5
570,1247,0,8,31,85,58.0
571,582,0,1488,6,223,114.5
572,9,0,1729,128,104,116.0
573,1969,0,999,11,42,26.5
574,412,0,1750,44,269,156.5
575,1153,0,30,92,224,158.0
576,733,0,1464,40,279,159.5
577,1172,0,1792,66,159,112.5
578,1144,0,1342,22,38,30.0
579,573,0,1822,59,12,35.5
580,1752,0,1825,146,103,124.5
581,282,0,1217,25,40,32.5
582,1747,0,56,109,56,82.5
583,9,0,1222,7,8,7.5
584,1196,0,1401,34,57,45.5
585,1066,0,1351,35,111,73.0
586,1202,0,321,116,371,243.5
587,701,0,442,423,1223,823.0
588,68,0,1593,13,168,90.5
589,68,0,1134,6,31,18.5
590,618,0,1361,220,16,118.0
591,1449,0,75,12,5,8.5
592,489,0,1829,572,663,617.5
593,1205,0,1986,44,158,101.0
594,733,0,1162,112,1231,671.5
595,1167,0,1791,95,11,53.0
596,68,0,1273,7,19,13.0
597,1153,0,357,49,165,107.0
598,282,0,1270,19,64,41.5
599,1244,0,80,169,340,254.5
600,1272,0,1276,56,23,39.5
601,1763,0,1997,124,68,96.0
602,1815,0,31,16,16,16.0
603,237,0,244,11,2,6.5
604,1518,0,1898,197,52,124.5
605,561,0,1195,1,2,1.5
606,1066,0,1072,6,14,10.0
607,1065,0,1127,3,2,2.5
608,1308,0,1728,84,299,191.5
609,1202,0,1260,27,66,46.5
610,733,0,246,1,14,7.5
611,733,0,1540,2,144,73.0
612,250,0,317,74,326,200.0
613,68,0,1714,2,51,26.5
614,593,0,316,423,26,224.5
615,2,0,1214,33,41,37.0
616,1067,0,1305,39,42,40.5
617,1328,0,48,171,522,346.5
618,1669,0,90,9,8,8.5
619,406,0,445,298,10,154.0
620,1595,0,1701,2,2,2.0
621,771,0,395,181,50,115.5
622,1399,0,33,21,22,21.5
623,1262,0,1279,167,43,105.0
624,1182,0,1241,5,14,9.5
625,877,0,955,1,6,3.5
626,1521,0,1704,301,211,256.0
627,2,0,293,5,200,102.5
628,1103,0,1104,12,1,6.5
629,1258,0,255,1,2,1.5
630,1324,0,1668,19,21,20.0
631,733,0,454,2,203,102.5
632,315,0,1475,48,408,228.0
633,1218,0,1273,21,12,16.5
634,1216,0,1352,38,22,30.0
635,181,0,1975,380,665,522.5
636,9,0,1352,2,4,3.0
637,1722,0,225,423,247,335.0
638,293,0,603,13,224,118.5
639,1628,0,1906,120,127,123.5
640,532,0,1913,99,364,231.5
641,1196,0,1839,42,22,32.0
642,599,0,604,112,637,374.5
643,417,0,1164,54,103,78.5
644,151,0,1103,3,2,2.5
645,582,0,25,1,119,60.0
646,548,0,1261,7,82,44.5
647,1330,0,333,97,172,134.5
648,349,0,635,9,50,29.5
649,407,0,1464,73,22,47.5
650,349,0,607,7,67,37.0
651,1479,0,74,34,28,31.0
652,1079,0,1573,44,65,54.5
653,1246,0,1760,124,139,131.5
654,877,0,921,1,5,3.0
655,1222,0,1276,60,30,45.0
656,1325,0,93,127,266,196.5
657,388,0,1405,1,1,1.0
658,9,0,1102,1,4,2.5
659,1281,0,1416,133,63,98.0
660,1067,0,1330,93,243,168.0
661,1204,0,1894,51,17,34.0
662,1241,0,1679,9,32,20.5
663,999,0,1489,49,84,66.5
664,1082,0,1272,42,43,42.5
665,1726,0,71,99,104,101.5
666,1958,0,6,20,200,110.0
667,151,0,1445,245,1067,656.0
668,772,0,1346,7,52,29.5
669,607,0,94,17,70,43.5
670,896,0,1755,10,65,37.5
671,1195,0,1289,143,619,381.0
672,922,0,505,101,312,206.5
673,1348,0,1377,668,522,595.0
674,1969,0,1317,274,233,253.5
675,282,0,1277,148,775,461.5
676,1273,0,218,424,534,479.0
677,1719,0,1780,43,31,37.0
678,772,0,954,42,273,157.5
679,388,0,1119,9,47,28.0
680,1674,0,1687,2,3,2.5
681,1662,0,612,2,18,10.0
682,1412,0,30,190,165,177.5
683,603,0,288,3,175,89.0
684,412,0,222,48,279,163.5
685,9,0,107,32,66,49.0
686,305,0,234,2,18,10.0
687,603,0,1446,76,987,531.5
688,383,0,1320,6,5,5.5
689,407,0,1068,14,13,13.5
690,883,0,892,4,20,12.0
691,9,0,1349,55,24,39.5
692,465,0,1925,3,25,14.0
693,956,0,91,1324,1119,1221.5
694,1511,0,1662,3,4,3.5
695,1063,0,1123,2,4,3.0
696,561,0,1176,1,18,9.5
697,151,0,1117,5,61,33.0
698,1175,0,1330,105,86,95.5
699,1522,0,1703,7,14,10.5
700,1257,0,1327,8,12,10.0
701,1183,0,1854,25,3,14.0
702,349,0,1352,18,34,26.0
703,1309,0,1008,116,114,115.0
704,1668,0,1675,5,4,4.5
705,1073,0,1079,26,38,32.0
706,1183,0,1820,153,115,134.0
707,1412,0,1420,316,457,386.5
708,1260,0,52,15,15,15.0
709,532,0,24,37,163,100.0
710,638,0,1308,65,59,62.0
711,299,0,590,2,5,3.5
712,733,0,76,233,816,524.5
713,1328,0,1767,7,167,87.0
714,698,0,707,48,6,27.0
715,1170,0,1278,51,28,39.5
716,1677,0,1707,1,1,1.0
717,211,0,1151,6,1,3.5
718,553,0,1494,9,13,11.0
719,1701,0,1040,9,3,6.0
720,1134,0,353,193,601,397.0
721,1064,0,1271,77,36,56.5
722,999,0,1507,15,9,12.0
723,388,0,1222,17,46,31.5
724,1241,0,426,721,639,680.0
725,561,0,1116,12,173,92.5
726,1477,0,1516,117,103,110.0
727,934,0,943,33,12,22.5
728,1585,0,445,11,1,6.0
729,920,0,938,1,1,1.0
730,1125,0,1354,208,341,274.5
731,1119,0,185,66,342,204.0
732,1040,0,1304,609,596,602.5
733,887,0,1972,31,47,39.0
734,9,0,1329,11,53,32.0
735,548,0,1820,1,1,1.0
736,952,0,1822,648,865,756.5
737,1067,0,251,85,139,112.0
738,1595,0,1684,8,6,7.0
739,892,0,928,4,11,7.5
740,1215,0,1818,221,77,149.0
741,1733,0,67,119,36,77.5
742,93,0,360,1179,80,629.5
743,1241,0,52,55,56,55.5
744,561,0,1663,1,1,1.0
745,1419,0,84,38,11,24.5
746,1214,0,1599,96,88,92.0
747,1353,0,65,118,170,144.0
748,1279,0,1455,2,1,1.5
749,1066,0,87,249,315,282.0
750,999,0,1150,13,15,14.0
751,1168,0,1272,16,13,14.5
752,498,0,1252,23,248,135.5
753,498,0,1150,1,1,1.0
754,1080,0,1260,100,225,162.5
755,215,0,244,1,1,1.0
756,439,0,94,158,356,257.0
757,586,0,1757,52,91,71.5
758,305,0,1252,16,145,80.5
759,1481,0,1982,322,269,295.5
760,1402,0,1914,1729,328,1028.5
761,879,0,901,1,6,3.5
762,1144,0,1271,16,13,14.5
763,561,0,176,3,7,5.0
764,1662,0,289,4,3,3.5
765,1813,0,1822,47,13,30.0
766,1207,0,1241,6,61,33.5
767,892,0,920,6,19,12.5
768,1272,0,1278,133,77,105.0
769,1907,0,65,118,105,111.5
770,412,0,1287,45,175,110.0
771,561,0,603,13,224,118.5
772,1258,0,1425,22,18,20.0
773,877,0,931,2,4,3.0
774,683,0,1563,1,15,8.0
775,305,0,1853,3,168,85.5
776,1122,0,1262,9,25,17.0
777,1915,0,957,112,790,451.0
778,1369,0,1760,39,110,74.5
779,1276,0,1791,34,16,25.0
780,1063,0,1270,12,103,57.5
781,934,0,938,40,13,26.5
782,68,0,1765,49,178,113.5
783,1677,0,1040,12,3,7.5
784,519,0,1780,84,196,140.0
785,772,0,1474,42,261,151.5
786,68,0,306,1,41,21.0
787,498,0,1275,24,38,31.0
788,9,0,1313,1,10,5.5
789,683,0,1631,1,1,1.0
790,1655,0,1689,3,1,2.0
791,1668,0,1672,2,6,4.0
792,498,0,1172,23,30,26.5
793,9,0,1666,4,44,24.0
794,1643,0,1662,3,1,2.0
795,388,0,1575,32,218,125.0
796,1469,0,1509,53,14,33.5
797,1844,0,391,182,90,136.0
798,574,0,1360,48,118,83.0
799,842,0,1758,490,960,725.0
800,299,0,1105,1,2,1.5
801,68,0,1275,1,1,1.0
802,973,0,1562,104,869,486.5
803,1559,0,23,138,137,137.5
804,1662,0,737,4,59,31.5
805,32,0,42,199,50,124.5
806,364,0,860,7,56,31.5
807,1197,0,1392,79,93,86.0
808,1079,0,1825,233,153,193.0
